,店铺名字,类别,poiid,ctPoi,经度,纬度
1778,Super T（时光里店）,饮品店,179404753,059343649361170105379968473281275637644_a179404753_c9_e2813271679217482233_nareaid24,23.101784,113.269935
1779,苏阁鲜茶·鱼旦哥哥,奶茶/果汁,105579031,059343649361170105379968473281275637644_a105579031_c10_e2813271679217482233_nareaid24,23.085886,113.313999
1780,AA cafe,咖啡厅,175140190,059343649361170105379968473281275637644_a175140190_c11_e2813271679217482233_nareaid24,23.107704,113.284072
1781,大掌柜饮吧,饮品店,162677388,059343649361170105379968473281275637644_a162677388_c12_e2813271679217482233_nareaid24,23.083535,113.368663
1782,顺景茶檔,奶茶/果汁,192746312,059343649361170105379968473281275637644_a192746312_c13_e2813271679217482233_nareaid24,23.089174,113.357234
1783,宽和唐饮,饮品店,192871001,059343649361170105379968473281275637644_a192871001_c14_e2813271679217482233_nareaid24,23.097735,113.269523
1784,悟茶,奶茶/果汁,179282629,059343649361170105379968473281275637644_a179282629_c0_e7996893681596629779_nareaid24,23.099455,113.308269
1785,关人茶事（江南西店）,奶茶/果汁,179583442,059343649361170105379968473281275637644_a179583442_c1_e7996893681596629779_nareaid24,23.09481,113.2714
1786,NOBIBI冰淇淋橘粉店,冰淇淋,185308224,059343649361170105379968473281275637644_a185308224_c2_e7996893681596629779_nareaid24,23.077043,113.317446
1787,Bow Tie·天台Cafe,咖啡厅,166276281,059343649361170105379968473281275637644_a166276281_c3_e7996893681596629779_nareaid24,23.096418,113.276255
1788,Skywards星空告白,饮品店,174868974,059343649361170105379968473281275637644_a174868974_c4_e7996893681596629779_nareaid24,23.0937,113.272065
1789,SUNNY 咖啡吧,咖啡厅,179509592,059343649361170105379968473281275637644_a179509592_c5_e7996893681596629779_nareaid24,23.091654,113.321336
1790,weplay玩家茶室（广纸店）,饮品店,177507508,059343649361170105379968473281275637644_a177507508_c6_e7996893681596629779_nareaid24,23.07411,113.2682
1791,茶咖里（南洲店）,奶茶/果汁,184563076,059343649361170105379968473281275637644_a184563076_c7_e7996893681596629779_nareaid24,23.064919,113.302618
1792,巴打·调茶局,奶茶/果汁,179089495,059343649361170105379968473281275637644_a179089495_c8_e7996893681596629779_nareaid24,23.107924,113.279196
1793,王者客栈AT手游茶室,奶茶/果汁,189689386,059343649361170105379968473281275637644_a189689386_c9_e7996893681596629779_nareaid24,23.093817,113.254622
1794,贡茶（新港西店）,奶茶/果汁,41949967,059343649361170105379968473281275637644_a41949967_c10_e7996893681596629779_nareaid24,23.091969,113.30119
1795,FANCHA范茶（广百新一城店）,奶茶/果汁,190669140,059343649361170105379968473281275637644_a190669140_c11_e7996893681596629779_nareaid24,23.093915,113.265747
1796,悦时光咖啡馆,咖啡厅,170604965,059343649361170105379968473281275637644_a170604965_c12_e7996893681596629779_nareaid24,23.093512,113.252878
1797,芝心客澳门,奶茶/果汁,165286072,059343649361170105379968473281275637644_a165286072_c13_e7996893681596629779_nareaid24,23.099302,113.26391
1798,红桃兔英伦红茶庄园（合生广场店）,咖啡厅,193114195,059343649361170105379968473281275637644_a193114195_c14_e7996893681596629779_nareaid24,23.084883,113.313744
1799,红桃兔英伦红茶庄园（合生广场店）,咖啡厅,193114195,059343649361170105379968473281275637644_a193114195_c0_e4439326399636346164_nareaid24,23.084883,113.313744
1800,大行小舍·咖啡厅·清吧,咖啡厅,189799151,059343649361170105379968473281275637644_a189799151_c1_e4439326399636346164_nareaid24,23.106584,113.274289
1801,王者之魂茶室（江怡路店）,奶茶/果汁,193238596,059343649361170105379968473281275637644_a193238596_c2_e4439326399636346164_nareaid24,23.099365,113.29393
1802,喝嘻哈果茶坊,奶茶/果汁,175479338,059343649361170105379968473281275637644_a175479338_c3_e4439326399636346164_nareaid24,23.09129,113.30267
1803,禧御贡茶（江南新地二期店）,奶茶/果汁,84554742,059343649361170105379968473281275637644_a84554742_c4_e4439326399636346164_nareaid24,23.094397,113.269626
1804,漂流茶（客村店）,奶茶/果汁,189010892,059343649361170105379968473281275637644_a189010892_c5_e4439326399636346164_nareaid24,23.093877,113.322722
1805,關人茶事（革新路总店）,饮品店,160409481,059343649361170105379968473281275637644_a160409481_c6_e4439326399636346164_nareaid24,23.093368,113.252011
1806,Double Shock Coffee,咖啡厅,1836197214,059343649361170105379968473281275637644_a1836197214_c7_e4439326399636346164_nareaid24,23.100683,113.313403
1807,倾遇皇茶（广州大塘店）,奶茶/果汁,164230406,059343649361170105379968473281275637644_a164230406_c8_e4439326399636346164_nareaid24,23.078848,113.322942
1808,圣洛雪（客村店）,奶茶/果汁,924491807,059343649361170105379968473281275637644_a924491807_c9_e4439326399636346164_nareaid24,23.092193,113.315975
1809,8090鲜萃茶（汇创创意园店）,奶茶/果汁,195900359,059343649361170105379968473281275637644_a195900359_c10_e4439326399636346164_nareaid24,23.066663,113.28355
1810,茶|酒BOILINGICE,奶茶/果汁,174936142,059343649361170105379968473281275637644_a174936142_c11_e4439326399636346164_nareaid24,23.078969,113.275608
1811,foodifoodi甘草水果（新港东路店）,奶茶/果汁,166638331,059343649361170105379968473281275637644_a166638331_c12_e4439326399636346164_nareaid24,23.093302,113.398048
1812,JUST FRUIT（中海名都店）,奶茶/果汁,91826476,059343649361170105379968473281275637644_a91826476_c13_e4439326399636346164_nareaid24,23.107397,113.274343
1813,洞间,咖啡厅,52739105,059343649361170105379968473281275637644_a52739105_c14_e4439326399636346164_nareaid24,23.085761,113.275182
1814,月酿•精酿啤酒屋（江南西店）,饮品店,164515579,059343649361170105379968473281275637644_a164515579_c0_e6273219260866773678_nareaid24,23.095777,113.270604
1815,SPR COFFEE（国际轻纺城店）,咖啡厅,637573,059343649361170105379968473281275637644_a637573_c1_e6273219260866773678_nareaid24,23.088238,113.297352
1816,后街咖啡,咖啡厅,164294064,059343649361170105379968473281275637644_a164294064_c2_e6273219260866773678_nareaid24,23.096924,113.272699
1817,Milky Way星盤（江南西店）,咖啡厅,193684187,059343649361170105379968473281275637644_a193684187_c3_e6273219260866773678_nareaid24,23.094785,113.268639
1818,柠舍掂,饮品店,192211743,059343649361170105379968473281275637644_a192211743_c4_e6273219260866773678_nareaid24,23.094394,113.3215
1819,悟茶,奶茶/果汁,168869761,059343649361170105379968473281275637644_a168869761_c5_e6273219260866773678_nareaid24,23.099361,113.273199
1820,合德记顺德双皮奶（客村店）,奶茶/果汁,164972457,059343649361170105379968473281275637644_a164972457_c6_e6273219260866773678_nareaid24,23.091654,113.316152
1821,禧御贡茶（宝岗大道直营店）,奶茶/果汁,41340885,059343649361170105379968473281275637644_a41340885_c7_e6273219260866773678_nareaid24,23.09626,113.26477
1822,水厂咖啡（江南西总店）,咖啡厅,88721307,059343649361170105379968473281275637644_a88721307_c8_e6273219260866773678_nareaid24,23.094948,113.26906
1823,duota哆糖·定制蛋糕·DIY烘焙体验（琶洲店）,奶茶/果汁,169145815,059343649361170105379968473281275637644_a169145815_c9_e6273219260866773678_nareaid24,23.088515,113.390141
1824,析思咖啡屋C’s Lab Cafe,咖啡厅,1267497658,059343649361170105379968473281275637644_a1267497658_c10_e6273219260866773678_nareaid24,23.089715,113.330551
1825,la cafferia（达镖店）,咖啡厅,42448594,059343649361170105379968473281275637644_a42448594_c11_e6273219260866773678_nareaid24,23.089753,113.276832
1826,TTSQUAT坐阵·士多（六福广场店）,奶茶/果汁,1125369836,059343649361170105379968473281275637644_a1125369836_c12_e6273219260866773678_nareaid24,23.087304,113.327212
1827,Montime,奶茶/果汁,178088040,059343649361170105379968473281275637644_a178088040_c13_e6273219260866773678_nareaid24,23.10278,113.253109
1828,皇茶,奶茶/果汁,192764673,059343649361170105379968473281275637644_a192764673_c14_e6273219260866773678_nareaid24,23.066339,113.31653
1829,拾壹号咖啡,咖啡厅,162750751,059343649361170105379968473281275637644_a162750751_c0_e5984784414705197723_nareaid24,23.098924,113.268337
1830,focus集合点,咖啡厅,86030556,059343649361170105379968473281275637644_a86030556_c1_e5984784414705197723_nareaid24,23.069229,113.291605
1831,禧御贡茶（沥滘牌坊店）,奶茶/果汁,67608300,059343649361170105379968473281275637644_a67608300_c2_e5984784414705197723_nareaid24,23.06192,113.31608
1832,小日子simple day,饮品店,164582972,059343649361170105379968473281275637644_a164582972_c3_e5984784414705197723_nareaid24,23.077221,113.317837
1833,DNA+,奶茶/果汁,175266056,059343649361170105379968473281275637644_a175266056_c4_e5984784414705197723_nareaid24,23.103783,113.267871
1834,艺术咖啡吧（琶洲店）,咖啡厅,159319705,059343649361170105379968473281275637644_a159319705_c5_e5984784414705197723_nareaid24,23.09917,113.33834
1835,等茶来（江南新地店）,奶茶/果汁,1192124962,059343649361170105379968473281275637644_a1192124962_c6_e5984784414705197723_nareaid24,23.096217,113.2736
1836,THE TWO MEN’S CAFE & BAR,咖啡厅,105540324,059343649361170105379968473281275637644_a105540324_c7_e5984784414705197723_nareaid24,23.093759,113.272478
1837,Lucky茶室,饮品店,193780830,059343649361170105379968473281275637644_a193780830_c8_e5984784414705197723_nareaid24,23.083068,113.268884
1838,HXLcoffeetea啡茶,咖啡厅,193471400,059343649361170105379968473281275637644_a193471400_c9_e5984784414705197723_nareaid24,23.096749,113.314675
1839,energy 99%能量茶,奶茶/果汁,177188797,059343649361170105379968473281275637644_a177188797_c10_e5984784414705197723_nareaid24,23.069058,113.281792
1840,Rui IN 666（宝岗大道店）,奶茶/果汁,182347927,059343649361170105379968473281275637644_a182347927_c11_e5984784414705197723_nareaid24,23.095036,113.266173
1841,老友记休闲水吧,奶茶/果汁,1820615067,059343649361170105379968473281275637644_a1820615067_c12_e5984784414705197723_nareaid24,23.101519,113.30789
1842,知cafe,咖啡厅,179378147,059343649361170105379968473281275637644_a179378147_c13_e5984784414705197723_nareaid24,23.088274,113.277113
1843,啡友,咖啡厅,182481547,059343649361170105379968473281275637644_a182481547_c14_e5984784414705197723_nareaid24,23.070388,113.290584
1844,滋啦哆,奶茶/果汁,179178382,059343649361170105379968473281275637644_a179178382_c0_e7238067495144713382_nareaid24,23.069503,113.302011
1845,COVITA乐啡塔咖啡&37°2（滨江东店）,咖啡厅,194816746,059343649361170105379968473281275637644_a194816746_c1_e7238067495144713382_nareaid24,23.10016,113.31211
1846,TTSQUAT坐阵·士多（润政广场店）,奶茶/果汁,1669778934,059343649361170105379968473281275637644_a1669778934_c2_e7238067495144713382_nareaid24,23.083554,113.278878
1847,Mid Town精酿酒馆,饮品店,194553216,059343649361170105379968473281275637644_a194553216_c3_e7238067495144713382_nareaid24,23.102126,113.31725
1848,Hotcake舒馥芮+（宝岗宏宇同创汇分店）,奶茶/果汁,195962897,059343649361170105379968473281275637644_a195962897_c4_e7238067495144713382_nareaid24,23.10134,113.263223
1849,BUTTER CAFE X ONAIL EYELASH SALON,奶茶/果汁,185184274,059343649361170105379968473281275637644_a185184274_c5_e7238067495144713382_nareaid24,23.094249,113.32315
1850,YO!TEA有茶（乐峰广场店）,奶茶/果汁,194805371,059343649361170105379968473281275637644_a194805371_c6_e7238067495144713382_nareaid24,23.088362,113.259338
1851,coffee time咖啡点,咖啡厅,192739328,059343649361170105379968473281275637644_a192739328_c7_e7238067495144713382_nareaid24,23.068602,113.301014
1852,T%柠檬茶（市二宫店）,奶茶/果汁,176645234,059343649361170105379968473281275637644_a176645234_c8_e7238067495144713382_nareaid24,23.105407,113.270332
1853,Hi·tea茶室（革新路店）,饮品店,174903328,059343649361170105379968473281275637644_a174903328_c9_e7238067495144713382_nareaid24,23.094151,113.251757
1854,K.Tea茶室旗舰店（江南西店）,奶茶/果汁,1716639127,059343649361170105379968473281275637644_a1716639127_c10_e7238067495144713382_nareaid24,23.09601,113.26985
1855,MC  COFFEE & FOOD,咖啡厅,159334749,059343649361170105379968473281275637644_a159334749_c11_e7238067495144713382_nareaid24,23.10053,113.29081
1856,244coffee（市二宫店）,咖啡厅,163564804,059343649361170105379968473281275637644_a163564804_c12_e7238067495144713382_nareaid24,23.106602,113.266825
1857,Sailor Pink,奶茶/果汁,179715801,059343649361170105379968473281275637644_a179715801_c13_e7238067495144713382_nareaid24,23.091918,113.2634
1858,茶稻谷,奶茶/果汁,193447963,059343649361170105379968473281275637644_a193447963_c14_e7238067495144713382_nareaid24,23.067461,113.278462
1859,蓝瓶咖啡,咖啡厅,50775984,059343649361170105379968473281275637644_a50775984_c0_e1477604930721984738_nareaid24,23.097079,113.327609
1860,漢嗏 Han Café,奶茶/果汁,194501123,059343649361170105379968473281275637644_a194501123_c1_e1477604930721984738_nareaid24,23.068371,113.290163
1861,partea劈啱茶（沥滘店）,奶茶/果汁,178128097,059343649361170105379968473281275637644_a178128097_c2_e1477604930721984738_nareaid24,23.062524,113.310182
1862,喜泡KEEPOO（昌岗店）,奶茶/果汁,189780894,059343649361170105379968473281275637644_a189780894_c3_e1477604930721984738_nareaid24,23.092729,113.276267
1863,大卡司（新光百货店）,奶茶/果汁,79096005,059343649361170105379968473281275637644_a79096005_c4_e1477604930721984738_nareaid24,23.072229,113.293017
1864,HiTea茶室（前进路店）,奶茶/果汁,114254608,059343649361170105379968473281275637644_a114254608_c5_e1477604930721984738_nareaid24,23.102673,113.274907
1865,h coffee咖啡艺术馆（南洲店）,咖啡厅,107943077,059343649361170105379968473281275637644_a107943077_c6_e1477604930721984738_nareaid24,23.065709,113.292809
1866,寸茶（江南西店）,奶茶/果汁,195952053,059343649361170105379968473281275637644_a195952053_c7_e1477604930721984738_nareaid24,23.096107,113.273289
1867,垦丁好喝（晓港店）,饮品店,179954592,059343649361170105379968473281275637644_a179954592_c8_e1477604930721984738_nareaid24,23.092609,113.282404
1868,BeVeCoffeeShop,咖啡厅,182619164,059343649361170105379968473281275637644_a182619164_c9_e1477604930721984738_nareaid24,23.092157,113.329413
1869,向茶,奶茶/果汁,159524613,059343649361170105379968473281275637644_a159524613_c10_e1477604930721984738_nareaid24,23.066905,113.286496
1870,TAG Coffee and Craft Beer,咖啡厅,195238457,059343649361170105379968473281275637644_a195238457_c11_e1477604930721984738_nareaid24,23.101165,113.271828
1871,冰果•Bingo!,奶茶/果汁,924060223,059343649361170105379968473281275637644_a924060223_c12_e1477604930721984738_nareaid24,23.09492,113.27249
1872,流浪柠檬茶,奶茶/果汁,163521992,059343649361170105379968473281275637644_a163521992_c13_e1477604930721984738_nareaid24,23.09437,113.272557
1873,TTSQUAT坐阵·士多（紫来大街店）,饮品店,195802603,059343649361170105379968473281275637644_a195802603_c14_e1477604930721984738_nareaid24,23.098235,113.271798
1874,olá,咖啡厅,193746769,059343649361170105379968473281275637644_a193746769_c0_e4404125796764169740_nareaid24,23.095855,113.271661
1875,小云潮士多,奶茶/果汁,193763880,059343649361170105379968473281275637644_a193763880_c1_e4404125796764169740_nareaid24,23.100895,113.269976
1876,inspiration感光度·茶饮艺术空间,咖啡厅,1434713538,059343649361170105379968473281275637644_a1434713538_c2_e4404125796764169740_nareaid24,23.108181,113.26008
1877,1/3Drink茶樂,奶茶/果汁,1486696449,059343649361170105379968473281275637644_a1486696449_c3_e4404125796764169740_nareaid24,23.070619,113.30302
1878,贡茶（九州店）,奶茶/果汁,61706679,059343649361170105379968473281275637644_a61706679_c4_e4404125796764169740_nareaid24,23.08559,113.296072
1879,小清莱（东晓南店）,奶茶/果汁,873754829,059343649361170105379968473281275637644_a873754829_c5_e4404125796764169740_nareaid24,23.069181,113.294097
1880,LEIGES CAFE 蕾格斯,咖啡厅,41076652,059343649361170105379968473281275637644_a41076652_c6_e4404125796764169740_nareaid24,23.107887,113.265494
1881,难忘·简餐Unforgettable（江南西店）,咖啡厅,193088806,059343649361170105379968473281275637644_a193088806_c7_e4404125796764169740_nareaid24,23.096025,113.27038
1882,星图咖啡Simple Cafe（TIT润政广场店）,咖啡厅,113040677,059343649361170105379968473281275637644_a113040677_c8_e4404125796764169740_nareaid24,23.083548,113.278703
1883,大搜茶,奶茶/果汁,570499721,059343649361170105379968473281275637644_a570499721_c9_e4404125796764169740_nareaid24,23.10741,113.25977
1884,1828王老吉（乐峰店）,凉茶,175494491,059343649361170105379968473281275637644_a175494491_c10_e4404125796764169740_nareaid24,23.088686,113.259534
1885,茶与花间（客村店）,奶茶/果汁,650045376,059343649361170105379968473281275637644_a650045376_c11_e4404125796764169740_nareaid24,23.091694,113.315949
1886,大山豆浆,饮品店,1714931,059343649361170105379968473281275637644_a1714931_c12_e4404125796764169740_nareaid24,23.090411,113.32795
1887,TA TIAO,奶茶/果汁,195825413,059343649361170105379968473281275637644_a195825413_c13_e4404125796764169740_nareaid24,23.093537,113.271501
1888,take（东晓南店）,奶茶/果汁,169483392,059343649361170105379968473281275637644_a169483392_c14_e4404125796764169740_nareaid24,23.07236,113.294403
1889,末茶（鹭江店）,奶茶/果汁,178166390,059343649361170105379968473281275637644_a178166390_c0_e7065507015365044545_nareaid24,23.095939,113.311783
1890,伊可茶,奶茶/果汁,657311240,059343649361170105379968473281275637644_a657311240_c1_e7065507015365044545_nareaid24,23.103855,113.27058
1891,如火如茶（江南西店）,奶茶/果汁,704949104,059343649361170105379968473281275637644_a704949104_c2_e7065507015365044545_nareaid24,23.094671,113.270011
1892,柠檬茶会跳舞,奶茶/果汁,184046958,059343649361170105379968473281275637644_a184046958_c3_e7065507015365044545_nareaid24,23.090337,113.39696
1893,五谷日记（合生广场店）,饮品店,177567296,059343649361170105379968473281275637644_a177567296_c4_e7065507015365044545_nareaid24,23.08519,113.31376
1894,巴士奶茶,奶茶/果汁,165965998,059343649361170105379968473281275637644_a165965998_c5_e7065507015365044545_nareaid24,23.096137,113.253001
1895,风尚咖啡·fashion cafe,咖啡厅,5122388,059343649361170105379968473281275637644_a5122388_c6_e7065507015365044545_nareaid24,23.083106,113.280461
1896,七加零（海珠上涌店）,奶茶/果汁,1646002453,059343649361170105379968473281275637644_a1646002453_c7_e7065507015365044545_nareaid24,23.081765,113.318669
1897,Talk（纵横店）,饮品店,194638569,059343649361170105379968473281275637644_a194638569_c8_e7065507015365044545_nareaid24,23.095737,113.329861
1898,MD coffee,咖啡厅,157761944,059343649361170105379968473281275637644_a157761944_c9_e7065507015365044545_nareaid24,23.096723,113.284641
1899,古茗手工奶茶（市二宫店）,奶茶/果汁,1986415798,059343649361170105379968473281275637644_a1986415798_c10_e7065507015365044545_nareaid24,23.105127,113.269996
1900,果之霖,奶茶/果汁,50643946,059343649361170105379968473281275637644_a50643946_c11_e7065507015365044545_nareaid24,23.095901,113.330061
1901,自助酸奶捞,酸奶,193170038,059343649361170105379968473281275637644_a193170038_c12_e7065507015365044545_nareaid24,23.089246,113.357115
1902,灰茶FutureTea,奶茶/果汁,179401460,059343649361170105379968473281275637644_a179401460_c13_e7065507015365044545_nareaid24,23.100927,113.274567
1903,GLAM,饮品店,98573251,059343649361170105379968473281275637644_a98573251_c14_e7065507015365044545_nareaid24,23.08671,113.276132
1904,shine cafe,咖啡厅,95233241,059343649361170105379968473281275637644_a95233241_c0_e7927360883100562938_nareaid24,23.09746,113.27248
1905,一座一茶,奶茶/果汁,190553962,059343649361170105379968473281275637644_a190553962_c1_e7927360883100562938_nareaid24,23.087197,113.357252
1906,精酿·烤吧,咖啡厅,160559471,059343649361170105379968473281275637644_a160559471_c2_e7927360883100562938_nareaid24,23.10122,113.31431
1907,IM茶,饮品店,195847847,059343649361170105379968473281275637644_a195847847_c3_e7927360883100562938_nareaid24,23.095853,113.320986
1908,BEIGE（东江店）,奶茶/果汁,189000967,059343649361170105379968473281275637644_a189000967_c4_e7927360883100562938_nareaid24,23.098335,113.315078
1909,Beverage Solution,奶茶/果汁,156781903,059343649361170105379968473281275637644_a156781903_c5_e7927360883100562938_nareaid24,23.107022,113.278783
1910,芋工坊,奶茶/果汁,182350627,059343649361170105379968473281275637644_a182350627_c6_e7927360883100562938_nareaid24,23.0937,113.323
1911,Hello!鲜果酸奶捞（客村店）,饮品店,193488678,059343649361170105379968473281275637644_a193488678_c7_e7927360883100562938_nareaid24,23.093523,113.322751
1912,Gathering,饮品店,193676191,059343649361170105379968473281275637644_a193676191_c8_e7927360883100562938_nareaid24,23.099953,113.311737
1913,正宗化州糖水店,奶茶/果汁,6929773,059343649361170105379968473281275637644_a6929773_c9_e7927360883100562938_nareaid24,23.091454,113.398352
1914,KaKa coffee,咖啡厅,1576492606,059343649361170105379968473281275637644_a1576492606_c10_e7927360883100562938_nareaid24,23.06599,113.28332
1915,Elora伊萝拉（星享店）,咖啡厅,187548869,059343649361170105379968473281275637644_a187548869_c11_e7927360883100562938_nareaid24,23.094953,113.400269
1916,波波柠·臻品柠檬茶X新创鲜果酸奶茶（鹭江店）,奶茶/果汁,1898944430,059343649361170105379968473281275637644_a1898944430_c12_e7927360883100562938_nareaid24,23.097463,113.308341
1917,Dece cafe,咖啡厅,186186999,059343649361170105379968473281275637644_a186186999_c13_e7927360883100562938_nareaid24,23.099475,113.325197
1918,御茶,奶茶/果汁,177818224,059343649361170105379968473281275637644_a177818224_c14_e7927360883100562938_nareaid24,23.098646,113.310327
1919,上茶,饮品店,165402345,059343649361170105379968473281275637644_a165402345_c0_e555968806477341783_nareaid24,23.091908,113.32175
1920,Night Walker夜行者,饮品店,189924026,059343649361170105379968473281275637644_a189924026_c1_e555968806477341783_nareaid24,23.10312,113.2753
1921,RICHING嘻饮力,奶茶/果汁,525468599,059343649361170105379968473281275637644_a525468599_c2_e555968806477341783_nareaid24,23.093939,113.322881
1922,薡御贡茶,奶茶/果汁,180583300,059343649361170105379968473281275637644_a180583300_c3_e555968806477341783_nareaid24,23.086116,113.332132
1923,果然优品,奶茶/果汁,1077334884,059343649361170105379968473281275637644_a1077334884_c4_e555968806477341783_nareaid24,23.097897,113.308188
1924,Hitea茶室（鹭江店）,奶茶/果汁,175307425,059343649361170105379968473281275637644_a175307425_c5_e555968806477341783_nareaid24,23.096481,113.312164
1925,TeaMix（客村店）,奶茶/果汁,185125877,059343649361170105379968473281275637644_a185125877_c6_e555968806477341783_nareaid24,23.101361,113.31395
1926,新作的茶SUN TEA（大塘店）,奶茶/果汁,184022080,059343649361170105379968473281275637644_a184022080_c7_e555968806477341783_nareaid24,23.086872,113.326788
1927,新作の茶SUN TEA（华海大厦店）,奶茶/果汁,187102329,059343649361170105379968473281275637644_a187102329_c8_e555968806477341783_nareaid24,23.093471,113.275011
1928,一座一茶,奶茶/果汁,192653780,059343649361170105379968473281275637644_a192653780_c9_e555968806477341783_nareaid24,23.085322,113.327335
1929,萨魔司,奶茶/果汁,193882289,059343649361170105379968473281275637644_a193882289_c10_e555968806477341783_nareaid24,23.091815,113.31631
1930,港缘·港式奶茶·休闲·小吃,奶茶/果汁,188664322,059343649361170105379968473281275637644_a188664322_c11_e555968806477341783_nareaid24,23.09329,113.396369
1931,SHADOW CAFE&BAR,咖啡厅,163540648,059343649361170105379968473281275637644_a163540648_c12_e555968806477341783_nareaid24,23.106142,113.260842
1932,老虎堂黑糖专売,饮品店,194405202,059343649361170105379968473281275637644_a194405202_c13_e555968806477341783_nareaid24,23.088053,113.357376
1933,茶少爷,奶茶/果汁,188569145,059343649361170105379968473281275637644_a188569145_c14_e555968806477341783_nareaid24,23.094342,113.32282
1934,樂研茶,奶茶/果汁,194337462,059343649361170105379968473281275637644_a194337462_c0_e1736759428632126267_nareaid24,23.095832,113.305684
1935,SOUL,奶茶/果汁,187626513,059343649361170105379968473281275637644_a187626513_c1_e1736759428632126267_nareaid24,23.0921,113.329279
1936,富和茶檔（赤岗店）,奶茶/果汁,185251057,059343649361170105379968473281275637644_a185251057_c2_e1736759428632126267_nareaid24,23.087794,113.327136
1937,鲜果果茶,奶茶/果汁,192569844,059343649361170105379968473281275637644_a192569844_c3_e1736759428632126267_nareaid24,23.087075,113.357601
1938,茶稻谷,奶茶/果汁,193304043,059343649361170105379968473281275637644_a193304043_c4_e1736759428632126267_nareaid24,23.095416,113.306859
1939,喜点拉茶,奶茶/果汁,192640536,059343649361170105379968473281275637644_a192640536_c5_e1736759428632126267_nareaid24,23.087455,113.319751
1940,哥伦布饮品店,奶茶/果汁,193496161,059343649361170105379968473281275637644_a193496161_c6_e1736759428632126267_nareaid24,23.093354,113.307181
1941,臺湾贡茶（万科里店）,奶茶/果汁,185615391,059343649361170105379968473281275637644_a185615391_c7_e1736759428632126267_nareaid24,23.083511,113.278754
1942,悭D喇•Baby,奶茶/果汁,193110136,059343649361170105379968473281275637644_a193110136_c8_e1736759428632126267_nareaid24,23.081028,113.327541
1943,十三星座的茶（赤岗分店）,奶茶/果汁,185767821,059343649361170105379968473281275637644_a185767821_c9_e1736759428632126267_nareaid24,23.086602,113.332548
1944,茶语奶后,奶茶/果汁,158896850,059343649361170105379968473281275637644_a158896850_c10_e1736759428632126267_nareaid24,23.084462,113.355321
1945,大坑茶档,奶茶/果汁,177816741,059343649361170105379968473281275637644_a177816741_c11_e1736759428632126267_nareaid24,23.10908,113.277635
1946,果yo奶茶,奶茶/果汁,193357523,059343649361170105379968473281275637644_a193357523_c12_e1736759428632126267_nareaid24,23.095685,113.317709
1947,何氏凉茶,凉茶,71933092,059343649361170105379968473281275637644_a71933092_c13_e1736759428632126267_nareaid24,23.084019,113.356086
1948,80後,奶茶/果汁,179619564,059343649361170105379968473281275637644_a179619564_c14_e1736759428632126267_nareaid24,23.083979,113.35572
1949,鹿野茶事,奶茶/果汁,186345028,059343649361170105379968473281275637644_a186345028_c0_e990541738907812374_nareaid24,23.085575,113.352501
1950,和目吉目,咖啡厅,192505568,059343649361170105379968473281275637644_a192505568_c1_e990541738907812374_nareaid24,23.083099,113.278816
1951,许记蚝仔烙,饮品店,189745261,059343649361170105379968473281275637644_a189745261_c2_e990541738907812374_nareaid24,23.088126,113.392601
1952,Am&Pm,奶茶/果汁,194997004,059343649361170105379968473281275637644_a194997004_c3_e990541738907812374_nareaid24,23.108903,113.28395
1953,大口九茶饮（南约东六巷）,奶茶/果汁,100315716,059343649361170105379968473281275637644_a100315716_c4_e990541738907812374_nareaid24,23.090497,113.318101
1954,颜茶,奶茶/果汁,180600195,059343649361170105379968473281275637644_a180600195_c5_e990541738907812374_nareaid24,23.08643,113.33271
1955,范茶big,奶茶/果汁,194308834,059343649361170105379968473281275637644_a194308834_c6_e990541738907812374_nareaid24,23.055395,113.294801
1956,新作の茶SUN TEA（东晓南店）,奶茶/果汁,192373573,059343649361170105379968473281275637644_a192373573_c7_e990541738907812374_nareaid24,23.072356,113.294961
1957,贡茶（石溪商业街店）,奶茶/果汁,168125246,059343649361170105379968473281275637644_a168125246_c8_e990541738907812374_nareaid24,23.068126,113.280517
1958,石炮台（中大店）,奶茶/果汁,182365066,059343649361170105379968473281275637644_a182365066_c9_e990541738907812374_nareaid24,23.092134,113.29193
1959,烎开火·煅茶ZEN TEA,奶茶/果汁,187660506,059343649361170105379968473281275637644_a187660506_c10_e990541738907812374_nareaid24,23.09211,113.281139
1960,Keepoo x U·喜泡优加,奶茶/果汁,190419412,059343649361170105379968473281275637644_a190419412_c11_e990541738907812374_nareaid24,23.055537,113.294404
1961,一卷（江南西店）,饮品店,191833917,059343649361170105379968473281275637644_a191833917_c12_e990541738907812374_nareaid24,23.093758,113.272292
1962,大C柠檬茶室（怡安路店）,奶茶/果汁,192810424,059343649361170105379968473281275637644_a192810424_c13_e990541738907812374_nareaid24,23.107579,113.274024
1963,就系茶档,奶茶/果汁,193006138,059343649361170105379968473281275637644_a193006138_c14_e990541738907812374_nareaid24,23.075498,113.278231
1964,欧包遇见茶（宝岗店）,奶茶/果汁,193891201,059343649361170105379968473281275637644_a193891201_c0_e3513566078163070358_nareaid24,23.101083,113.262984
1965,熙•水果Tea,奶茶/果汁,195152131,059343649361170105379968473281275637644_a195152131_c1_e3513566078163070358_nareaid24,23.094943,113.272844
1966,黎柠度,奶茶/果汁,195925560,059343649361170105379968473281275637644_a195925560_c2_e3513566078163070358_nareaid24,23.09531,113.27564
