,店铺名字,类别,poiid,ctPoi,经度,纬度
948,喵小姐的茶,奶茶/果汁,186970320,059343649361170105379968473281275637644_a186970320_c13_e4167758984938930709_nareaid22,23.202208,113.37164
949,琉璃鲸,奶茶/果汁,194637208,059343649361170105379968473281275637644_a194637208_c14_e4167758984938930709_nareaid22,23.134784,113.321429
950,布袋酸奶君,酸奶,1934088556,059343649361170105379968473281275637644_a1934088556_c0_e1225568709707340042_nareaid22,23.125282,113.326745
951,果度奶茶（珠村店）,奶茶/果汁,42730276,059343649361170105379968473281275637644_a42730276_c1_e1225568709707340042_nareaid22,23.123831,113.421677
952,CoffeeDou（天汇广场店）,咖啡厅,162977982,059343649361170105379968473281275637644_a162977982_c2_e1225568709707340042_nareaid22,23.115491,113.32956
953,伍月廿叁May 23rd,奶茶/果汁,182430570,059343649361170105379968473281275637644_a182430570_c3_e1225568709707340042_nareaid22,23.117274,113.37171
954,Auntea Care姨妈热饮,饮品店,187233800,059343649361170105379968473281275637644_a187233800_c4_e1225568709707340042_nareaid22,23.12854,113.326945
955,Take（珠江新城店）,奶茶/果汁,157743206,059343649361170105379968473281275637644_a157743206_c5_e1225568709707340042_nareaid22,23.126484,113.316439
956,醇与茶,奶茶/果汁,188432654,059343649361170105379968473281275637644_a188432654_c6_e1225568709707340042_nareaid22,23.198041,113.368519
957,茶谷地 Tea Valley（时尚天河总店）,奶茶/果汁,184716250,059343649361170105379968473281275637644_a184716250_c7_e1225568709707340042_nareaid22,23.133881,113.32507
958,醒小小,奶茶/果汁,180593642,059343649361170105379968473281275637644_a180593642_c8_e1225568709707340042_nareaid22,23.115937,113.370365
959,YΛNE`ST燕窝新作,奶茶/果汁,195966823,059343649361170105379968473281275637644_a195966823_c9_e1225568709707340042_nareaid22,23.129785,113.324261
960,灿茶,奶茶/果汁,927462603,059343649361170105379968473281275637644_a927462603_c10_e1225568709707340042_nareaid22,23.127161,113.396983
961,老虎堂黑糖專売,奶茶/果汁,1025767345,059343649361170105379968473281275637644_a1025767345_c11_e1225568709707340042_nareaid22,23.11568,113.36391
962,那一点点（员村南街店）,奶茶/果汁,193608613,059343649361170105379968473281275637644_a193608613_c12_e1225568709707340042_nareaid22,23.114972,113.356082
963,桃沏,奶茶/果汁,181213309,059343649361170105379968473281275637644_a181213309_c13_e1225568709707340042_nareaid22,23.202257,113.373795
964,琉璃鲸,饮品店,194376337,059343649361170105379968473281275637644_a194376337_c14_e1225568709707340042_nareaid22,23.116869,113.344951
965,光合制茶（体育西店）,奶茶/果汁,194362840,059343649361170105379968473281275637644_a194362840_c0_e5055608817118895238_nareaid22,23.13018,113.323459
966,榴芒恋上冰（小新塘店）,奶茶/果汁,159697909,059343649361170105379968473281275637644_a159697909_c1_e5055608817118895238_nareaid22,23.165412,113.413795
967,伊士丹顿酒店•大堂吧,咖啡厅,194805823,059343649361170105379968473281275637644_a194805823_c2_e5055608817118895238_nareaid22,23.115408,113.373841
968,5号茶馆,饮品店,191807067,059343649361170105379968473281275637644_a191807067_c3_e5055608817118895238_nareaid22,23.119887,113.367189
969,HEY BIRD 嘿鸟•自烘焙咖啡,咖啡厅,179362524,059343649361170105379968473281275637644_a179362524_c4_e5055608817118895238_nareaid22,23.120825,113.332649
970,实验室奶茶,奶茶/果汁,192875475,059343649361170105379968473281275637644_a192875475_c5_e5055608817118895238_nareaid22,23.12682,113.386484
971,卡缇诺,冰淇淋,195877926,059343649361170105379968473281275637644_a195877926_c6_e5055608817118895238_nareaid22,23.13089,113.32193
972,FRESH CUP 果汁冰,奶茶/果汁,102386215,059343649361170105379968473281275637644_a102386215_c7_e5055608817118895238_nareaid22,23.115388,113.341147
973,一芳台湾水果茶（猎德店）,奶茶/果汁,194673182,059343649361170105379968473281275637644_a194673182_c8_e5055608817118895238_nareaid22,23.120357,113.331737
974,绯茶,奶茶/果汁,186327824,059343649361170105379968473281275637644_a186327824_c9_e5055608817118895238_nareaid22,23.115672,113.356948
975,甜不甜,奶茶/果汁,182070841,059343649361170105379968473281275637644_a182070841_c10_e5055608817118895238_nareaid22,23.133881,113.32507
976,归觅·艺述咖啡馆,咖啡厅,182606072,059343649361170105379968473281275637644_a182606072_c11_e5055608817118895238_nareaid22,23.12053,113.382276
977,鹿角巷,奶茶/果汁,1065176651,059343649361170105379968473281275637644_a1065176651_c12_e5055608817118895238_nareaid22,23.132746,113.327582
978,原味玉米汁,奶茶/果汁,110792120,059343649361170105379968473281275637644_a110792120_c13_e5055608817118895238_nareaid22,23.13277,113.32721
979,囧茶（棠东分店）,奶茶/果汁,184624567,059343649361170105379968473281275637644_a184624567_c14_e5055608817118895238_nareaid22,23.126332,113.38993
980,囧茶（棠东分店）,奶茶/果汁,184624567,059343649361170105379968473281275637644_a184624567_c0_e5191584376907427020_nareaid22,23.126332,113.38993
981,TEA.TWO茶室（员村店）,奶茶/果汁,184023078,059343649361170105379968473281275637644_a184023078_c1_e5191584376907427020_nareaid22,23.117541,113.370943
982,素岛泰茶,奶茶/果汁,1055421366,059343649361170105379968473281275637644_a1055421366_c2_e5191584376907427020_nareaid22,23.127891,113.322424
983,停停吧（新塘店）,饮品店,1083581398,059343649361170105379968473281275637644_a1083581398_c3_e5191584376907427020_nareaid22,23.156545,113.408894
984,帝芬诺咖啡,咖啡厅,185743345,059343649361170105379968473281275637644_a185743345_c4_e5191584376907427020_nareaid22,23.124181,113.326065
985,研魔时尚健康饮品轻食,饮品店,165757721,059343649361170105379968473281275637644_a165757721_c5_e5191584376907427020_nareaid22,23.112248,113.424663
986,自助酸奶捞,酸奶,1547374588,059343649361170105379968473281275637644_a1547374588_c6_e5191584376907427020_nareaid22,23.12311,113.396554
987,LOFFEECOFFEE乐啡意咖啡（高德置地广场店）,咖啡厅,42920632,059343649361170105379968473281275637644_a42920632_c7_e5191584376907427020_nareaid22,23.120108,113.326678
988,茗心华夫Waffle Max,奶茶/果汁,182006909,059343649361170105379968473281275637644_a182006909_c8_e5191584376907427020_nareaid22,23.121268,113.391957
989,Kumamoto熊本茶屋（漫广场店）,奶茶/果汁,189940672,059343649361170105379968473281275637644_a189940672_c9_e5191584376907427020_nareaid22,23.112498,113.424868
990,花流茶,奶茶/果汁,195837475,059343649361170105379968473281275637644_a195837475_c10_e5191584376907427020_nareaid22,23.128065,113.320285
991,BEIGE（兴盛店）,奶茶/果汁,190616576,059343649361170105379968473281275637644_a190616576_c11_e5191584376907427020_nareaid22,23.121641,113.327126
992,茶事,奶茶/果汁,193059047,059343649361170105379968473281275637644_a193059047_c12_e5191584376907427020_nareaid22,23.126047,113.321952
993,壹杯半茶,奶茶/果汁,965939006,059343649361170105379968473281275637644_a965939006_c13_e5191584376907427020_nareaid22,23.112849,113.36447
994,尊茶,奶茶/果汁,186119489,059343649361170105379968473281275637644_a186119489_c14_e5191584376907427020_nareaid22,23.126051,113.321956
995,Record·车轮饼（渔沙坦店）,奶茶/果汁,195066313,059343649361170105379968473281275637644_a195066313_c0_e468211815330119143_nareaid22,23.212197,113.378504
996,鹿角巷THE ALLEY（员村店）,饮品店,179273136,059343649361170105379968473281275637644_a179273136_c1_e468211815330119143_nareaid22,23.114807,113.364007
997,一幅画,咖啡厅,194761016,059343649361170105379968473281275637644_a194761016_c2_e468211815330119143_nareaid22,23.11614,113.33283
998,库玛茶,奶茶/果汁,1344992403,059343649361170105379968473281275637644_a1344992403_c3_e468211815330119143_nareaid22,23.121317,113.324664
999,茶小萌,奶茶/果汁,909138401,059343649361170105379968473281275637644_a909138401_c4_e468211815330119143_nareaid22,23.213863,113.37726
1000,上菓茶,奶茶/果汁,963200024,059343649361170105379968473281275637644_a963200024_c5_e468211815330119143_nareaid22,23.213802,113.377511
1001,小阿果·甘草水果,奶茶/果汁,189341028,059343649361170105379968473281275637644_a189341028_c6_e468211815330119143_nareaid22,23.128094,113.323854
1002,茶语欧麦,奶茶/果汁,193590468,059343649361170105379968473281275637644_a193590468_c7_e468211815330119143_nareaid22,23.119714,113.324596
1003,岛滋·古法黑糖,奶茶/果汁,194628716,059343649361170105379968473281275637644_a194628716_c8_e468211815330119143_nareaid22,23.130822,113.320868
1004,书亦烧仙草（东圃天河广场店）,奶茶/果汁,1593388827,059343649361170105379968473281275637644_a1593388827_c9_e468211815330119143_nareaid22,23.12225,113.40266
1005,C22 Artisan Coffee（IMP环球都会店）,咖啡厅,193927399,059343649361170105379968473281275637644_a193927399_c10_e468211815330119143_nareaid22,23.117993,113.32724
1006,一芳台湾水果茶（花城汇中区店）,奶茶/果汁,179695855,059343649361170105379968473281275637644_a179695855_c11_e468211815330119143_nareaid22,23.119793,113.324541
1007,雪蜜缘,奶茶/果汁,602232250,059343649361170105379968473281275637644_a602232250_c12_e468211815330119143_nareaid22,23.12056,113.40068
1008,早morning,饮品店,189123480,059343649361170105379968473281275637644_a189123480_c13_e468211815330119143_nareaid22,23.122337,113.402962
1009,囍爆茶饮店,奶茶/果汁,185267632,059343649361170105379968473281275637644_a185267632_c14_e468211815330119143_nareaid22,23.122555,113.39458
1010,念茶（东圃店）,奶茶/果汁,193036191,059343649361170105379968473281275637644_a193036191_c0_e3566183060005585851_nareaid22,23.120011,113.400368
1011,玫小姬咖啡,咖啡厅,105950281,059343649361170105379968473281275637644_a105950281_c1_e3566183060005585851_nareaid22,23.120103,113.393685
1012,樂茶,奶茶/果汁,982559698,059343649361170105379968473281275637644_a982559698_c2_e3566183060005585851_nareaid22,23.213831,113.377597
1013,古の茶,奶茶/果汁,195879920,059343649361170105379968473281275637644_a195879920_c3_e3566183060005585851_nareaid22,23.126045,113.324739
1014,伴柠,奶茶/果汁,1792269180,059343649361170105379968473281275637644_a1792269180_c4_e3566183060005585851_nareaid22,23.116818,113.400668
1015,原地包紮（黄村店）,饮品店,192604516,059343649361170105379968473281275637644_a192604516_c5_e3566183060005585851_nareaid22,23.12462,113.41047
1016,肯尼·café honey,咖啡厅,193311717,059343649361170105379968473281275637644_a193311717_c6_e3566183060005585851_nareaid22,23.12703,113.31979
1017,33度3（富力盈通店）,奶茶/果汁,188937429,059343649361170105379968473281275637644_a188937429_c7_e3566183060005585851_nareaid22,23.126373,113.321895
1018,奶茶肥肥油炸,奶茶/果汁,169348152,059343649361170105379968473281275637644_a169348152_c8_e3566183060005585851_nareaid22,23.11838,113.40453
1019,KOOMATEA库玛茶,奶茶/果汁,194900792,059343649361170105379968473281275637644_a194900792_c9_e3566183060005585851_nareaid22,23.11889,113.31855
1020,SEVENNOTES COFFEE,咖啡厅,189864390,059343649361170105379968473281275637644_a189864390_c10_e3566183060005585851_nareaid22,23.1176,113.40264
1021,雅西亚奶茶实验室,奶茶/果汁,193037008,059343649361170105379968473281275637644_a193037008_c11_e3566183060005585851_nareaid22,23.120202,113.400012
1022,鹿角巷（东圃店）,奶茶/果汁,40104347,059343649361170105379968473281275637644_a40104347_c12_e3566183060005585851_nareaid22,23.119554,113.400203
1023,壹壹家·水果茶（东圃店）,奶茶/果汁,179544519,059343649361170105379968473281275637644_a179544519_c13_e3566183060005585851_nareaid22,23.119394,113.400429
1024,美思蜜可酸奶,酸奶,644754236,059343649361170105379968473281275637644_a644754236_c14_e3566183060005585851_nareaid22,23.113971,113.403228
1025,美思蜜可酸奶,酸奶,644754236,059343649361170105379968473281275637644_a644754236_c0_e5575323216529023038_nareaid22,23.113971,113.403228
1026,老地方奶茶店,奶茶/果汁,179353210,059343649361170105379968473281275637644_a179353210_c1_e5575323216529023038_nareaid22,23.122821,113.413506
1027,书亦烧仙草（东圃店）,奶茶/果汁,195203535,059343649361170105379968473281275637644_a195203535_c2_e5575323216529023038_nareaid22,23.110585,113.401058
1028,红芈茶（东圃购物中心店）,奶茶/果汁,177759558,059343649361170105379968473281275637644_a177759558_c3_e5575323216529023038_nareaid22,23.120827,113.402276
1029,咕咚咕咚（漫广场店）,饮品店,165406942,059343649361170105379968473281275637644_a165406942_c4_e5575323216529023038_nareaid22,23.112497,113.424873
1030,大台北,奶茶/果汁,168889733,059343649361170105379968473281275637644_a168889733_c5_e5575323216529023038_nareaid22,23.126709,113.411494
1031,四季茶饮小吃,奶茶/果汁,157344161,059343649361170105379968473281275637644_a157344161_c6_e5575323216529023038_nareaid22,23.120187,113.402334
1032,茶有点甜,奶茶/果汁,177743732,059343649361170105379968473281275637644_a177743732_c7_e5575323216529023038_nareaid22,23.11598,113.39964
1033,茶臻巷,奶茶/果汁,162989985,059343649361170105379968473281275637644_a162989985_c8_e5575323216529023038_nareaid22,23.120238,113.422036
1034,柚雪,奶茶/果汁,182500460,059343649361170105379968473281275637644_a182500460_c9_e5575323216529023038_nareaid22,23.116328,113.400225
1035,良食茶铺（东圃店）,奶茶/果汁,179271917,059343649361170105379968473281275637644_a179271917_c10_e5575323216529023038_nareaid22,23.110767,113.400955
1036,戴老头奶茶店,奶茶/果汁,188427504,059343649361170105379968473281275637644_a188427504_c11_e5575323216529023038_nareaid22,23.118687,113.405524
1037,渡红尘休闲吧,奶茶/果汁,1873805907,059343649361170105379968473281275637644_a1873805907_c12_e5575323216529023038_nareaid22,23.122327,113.409792
1038,茶驿站,奶茶/果汁,195837914,059343649361170105379968473281275637644_a195837914_c13_e5575323216529023038_nareaid22,23.120092,113.419955
1039,休闲时刻,饮品店,186243764,059343649361170105379968473281275637644_a186243764_c14_e5575323216529023038_nareaid22,23.12207,113.412473
1040,尊喜（奶茶黄村店）,奶茶/果汁,179960320,059343649361170105379968473281275637644_a179960320_c0_e6027516602572670144_nareaid22,23.117989,113.411588
1041,堂茶（王园路店）,奶茶/果汁,182352110,059343649361170105379968473281275637644_a182352110_c1_e6027516602572670144_nareaid22,23.122182,113.409665
1042,一座一茶,奶茶/果汁,184390961,059343649361170105379968473281275637644_a184390961_c2_e6027516602572670144_nareaid22,23.119921,113.411032
1043,柠檬t（吉山店）,奶茶/果汁,160119205,059343649361170105379968473281275637644_a160119205_c3_e6027516602572670144_nareaid22,23.127115,113.427965
1044,堂茶（珠村三店）,奶茶/果汁,177943991,059343649361170105379968473281275637644_a177943991_c4_e6027516602572670144_nareaid22,23.119463,113.422723
1045,爱love茶,奶茶/果汁,192860151,059343649361170105379968473281275637644_a192860151_c5_e6027516602572670144_nareaid22,23.11607,113.420103
1046,宫廷贡茶（黄村东路）,奶茶/果汁,190434998,059343649361170105379968473281275637644_a190434998_c6_e6027516602572670144_nareaid22,23.123805,113.415994
1047,半日闲,奶茶/果汁,184216988,059343649361170105379968473281275637644_a184216988_c7_e6027516602572670144_nareaid22,23.128062,113.410001
1048,皇茶,奶茶/果汁,186489245,059343649361170105379968473281275637644_a186489245_c8_e6027516602572670144_nareaid22,23.108227,113.414999
1049,恋茶派对,奶茶/果汁,178060472,059343649361170105379968473281275637644_a178060472_c9_e6027516602572670144_nareaid22,23.119954,113.419555
1050,超润甜品,饮品店,156617610,059343649361170105379968473281275637644_a156617610_c10_e6027516602572670144_nareaid22,23.126787,113.431407
1051,Ming茶室,奶茶/果汁,188907085,059343649361170105379968473281275637644_a188907085_c11_e6027516602572670144_nareaid22,23.106563,113.418071
1052,真系好饮柠檬茶休闲吧,奶茶/果汁,178825972,059343649361170105379968473281275637644_a178825972_c12_e6027516602572670144_nareaid22,23.126791,113.432319
1053,柠檬树下,奶茶/果汁,192231738,059343649361170105379968473281275637644_a192231738_c13_e6027516602572670144_nareaid22,23.11268,113.42486
1054,一茶,奶茶/果汁,186555727,059343649361170105379968473281275637644_a186555727_c14_e6027516602572670144_nareaid22,23.112498,113.424868
1055,芒茶茶,奶茶/果汁,177936029,059343649361170105379968473281275637644_a177936029_c0_e4276698466625523900_nareaid22,23.120258,113.395956
1056,世代皇茶（乐都汇店）,奶茶/果汁,194803867,059343649361170105379968473281275637644_a194803867_c1_e4276698466625523900_nareaid22,23.115757,113.420424
1057,缘茶,奶茶/果汁,185177013,059343649361170105379968473281275637644_a185177013_c2_e4276698466625523900_nareaid22,23.120442,113.409941
1058,大口九,奶茶/果汁,84724296,059343649361170105379968473281275637644_a84724296_c3_e4276698466625523900_nareaid22,23.107728,113.412591
1059,甜不甜（漫广场店）,奶茶/果汁,186867986,059343649361170105379968473281275637644_a186867986_c4_e4276698466625523900_nareaid22,23.112584,113.424502
1060,GRANDPA爺茶（大学城店）,奶茶/果汁,74205204,059343649361170105379968473281275637644_a74205204_c0_e8078078164979324275_nareaid274,23.063224,113.391754
1061,TANING挞柠·匠心柠檬茶（新天地店）,奶茶/果汁,177608226,059343649361170105379968473281275637644_a177608226_c1_e8078078164979324275_nareaid274,23.062887,113.391837
1062,TANING挞柠·匠心柠檬茶（番禺政务中心店）,奶茶/果汁,1290490324,212694389445929981677987618170992643733_a1290490324_c2_e8078078164979324275_v4728982003724249518__216_nareaid274,22.935845,113.410218
1063,大卡司（GoGo新天地店）,奶茶/果汁,5887850,059343649361170105379968473281275637644_a5887850_c3_e8078078164979324275_nareaid274,23.061153,113.392127
1064,CHEESE TIME芝士时光,奶茶/果汁,190615188,059343649361170105379968473281275637644_a190615188_c4_e8078078164979324275_nareaid274,22.997475,113.349482
1065,书亦烧仙草（大学城店）,奶茶/果汁,184439186,059343649361170105379968473281275637644_a184439186_c5_e8078078164979324275_nareaid274,23.06099,113.39194
1066,新作的茶SUN TEA（奥园广场店）,奶茶/果汁,179158554,059343649361170105379968473281275637644_a179158554_c6_e8078078164979324275_nareaid274,22.924318,113.35844
1067,TANING挞柠·匠心柠檬茶（永旺店）,奶茶/果汁,1867293066,212694389445929981677987618170992643733_a1867293066_c7_e8078078164979324275_v4728982003724249518__192_nareaid274,22.9367,113.387445
1068,大卡司DAKASI（番禺万达店）,奶茶/果汁,41752742,059343649361170105379968473281275637644_a41752742_c8_e8078078164979324275_nareaid274,23.007035,113.34934
1069,CoCo都可（GOGO新天地店）,奶茶/果汁,116218329,059343649361170105379968473281275637644_a116218329_c9_e8078078164979324275_nareaid274,23.061045,113.39216
1070,蜜雪冰城（新天地广场店）,冰淇淋,1508998289,059343649361170105379968473281275637644_a1508998289_c10_e8078078164979324275_nareaid274,23.060824,113.392162
1071,royaltea皇茶,奶茶/果汁,159606432,059343649361170105379968473281275637644_a159606432_c11_e8078078164979324275_nareaid274,23.039151,113.319725
1072,TANING挞柠（基盛万科广场店）,奶茶/果汁,1467033542,212694389445929981677987618170992643733_a1467033542_c12_e8078078164979324275_v4728982003724249518__187_nareaid274,22.931771,113.387096
1073,TANING挞柠·匠心柠檬茶（番禺厦滘店）,饮品店,195874959,059343649361170105379968473281275637644_a195874959_c13_e8078078164979324275_nareaid274,23.03766,113.31954
1074,钦记 （新天地店）,奶茶/果汁,94085591,059343649361170105379968473281275637644_a94085591_c14_e8078078164979324275_nareaid274,23.062225,113.3919
1075,皇茶真韵（新天地店）,奶茶/果汁,72083454,059343649361170105379968473281275637644_a72083454_c0_e8078078164979324275_nareaid274,23.06324,113.3917
1076,书亦烧仙草（北亭店）,奶茶/果汁,193376858,059343649361170105379968473281275637644_a193376858_c1_e8078078164979324275_nareaid274,23.045958,113.374521
1077,JY TEAROOM舒芙蕾,咖啡厅,165412732,212694389445929981677987618170992643733_a165412732_c2_e8078078164979324275_v4728982011575997391__106_nareaid274,22.92435,113.359822
1078,Heeretea東喜（厦滘店）,奶茶/果汁,160380965,059343649361170105379968473281275637644_a160380965_c3_e8078078164979324275_nareaid274,23.037517,113.320022
1079,8090鲜萃茶（洛溪店）,奶茶/果汁,41614490,059343649361170105379968473281275637644_a41614490_c4_e8078078164979324275_nareaid274,23.043159,113.299411
1080,大卡司（钻汇店）,奶茶/果汁,2463637,059343649361170105379968473281275637644_a2463637_c5_e8078078164979324275_nareaid274,22.94705,113.36358
1081,TANING挞柠·匠心柠檬茶（洛溪店）,奶茶/果汁,195214321,059343649361170105379968473281275637644_a195214321_c6_e8078078164979324275_nareaid274,23.043296,113.299693
1082,ROUND STUDIO咖啡,咖啡厅,187033342,212694389445929981677987618170992643733_a187033342_c7_e8078078164979324275_v4728982011575997391__1000_nareaid274,23.008476,113.348876
1083,大卡司（番禺永旺梦乐城店）,奶茶/果汁,81812362,059343649361170105379968473281275637644_a81812362_c8_e8078078164979324275_nareaid274,22.937296,113.387791
1084,TANING挞柠·匠心柠檬茶（朝阳西路店）,奶茶/果汁,194312024,059343649361170105379968473281275637644_a194312024_c9_e8078078164979324275_nareaid274,23.025092,113.308841
1085,马来拉茶（大石店）,奶茶/果汁,159235658,059343649361170105379968473281275637644_a159235658_c10_e8078078164979324275_nareaid274,23.022423,113.315608
1086,蜜雪冰城（广州大学店）,冰淇淋,192160419,059343649361170105379968473281275637644_a192160419_c11_e8078078164979324275_nareaid274,23.042178,113.373272
1087,正在司康2.0·咖啡司康专门店（长隆店）,咖啡厅,193253185,212694389445929981677987618170992643733_a193253185_c12_e8078078164979324275_v4728982011575997391__1000_nareaid274,22.99491,113.33385
1088,大卡司（光明南路店）,奶茶/果汁,4182431,059343649361170105379968473281275637644_a4182431_c13_e8078078164979324275_nareaid274,22.935617,113.363673
1089,宫廷贡茶（群贤路店）,奶茶/果汁,62772583,059343649361170105379968473281275637644_a62772583_c14_e8078078164979324275_nareaid274,23.018601,113.318587
1090,咕噜咕噜（洛溪店）,奶茶/果汁,636318,059343649361170105379968473281275637644_a636318_c0_e8078078164979324275_nareaid274,23.043787,113.29921
1091,答案茶AnswerTea（GOGO店）,奶茶/果汁,174931132,059343649361170105379968473281275637644_a174931132_c1_e8078078164979324275_nareaid274,23.061364,113.391613
1092,Jumpin Cafe咖啡店（金山谷创意园店）,咖啡厅,159631719,212694389445929981677987618170992643733_a159631719_c2_e8078078164979324275_v4728982017615778974__1000_nareaid274,22.978025,113.344576
1093,hitea茶室（厦滘店）,奶茶/果汁,184719780,059343649361170105379968473281275637644_a184719780_c3_e8078078164979324275_nareaid274,23.038895,113.317589
1094,一点甜•波霸奶茶（易发店）,奶茶/果汁,187763610,059343649361170105379968473281275637644_a187763610_c4_e8078078164979324275_nareaid274,22.941113,113.361442
1095,MOLYTEA茶荟（祈福缤纷世界店）,奶茶/果汁,185828368,059343649361170105379968473281275637644_a185828368_c5_e8078078164979324275_nareaid274,22.96872,113.33181
1096,TANING挞柠·匠心柠檬茶（番禺万达店）,奶茶/果汁,193626814,059343649361170105379968473281275637644_a193626814_c6_e8078078164979324275_nareaid274,23.008523,113.349148
1097,咕噜咕噜（番禺永旺店）,奶茶/果汁,157694946,059343649361170105379968473281275637644_a157694946_c7_e8078078164979324275_nareaid274,22.936396,113.387639
1098,蜜雪冰城（南亭大道店）,饮品店,179543052,059343649361170105379968473281275637644_a179543052_c8_e8078078164979324275_nareaid274,23.037626,113.388144
1099,热麦喜（亚运城店）,奶茶/果汁,164923519,059343649361170105379968473281275637644_a164923519_c9_e8078078164979324275_nareaid274,22.941385,113.476004
1100,TANING挞柠·匠心柠檬茶（保利大都汇店）,奶茶/果汁,182571980,059343649361170105379968473281275637644_a182571980_c10_e8078078164979324275_nareaid274,22.995993,113.33563
1101,CoCo都可（大学城一店）,奶茶/果汁,40569283,059343649361170105379968473281275637644_a40569283_c11_e8078078164979324275_nareaid274,23.0605,113.39453
1102,TANING挞柠·匠心柠檬茶（祈福缤纷店）,奶茶/果汁,190675293,059343649361170105379968473281275637644_a190675293_c12_e8078078164979324275_nareaid274,22.96903,113.331632
1103,缤果鲜榨果汁（新天地店）,奶茶/果汁,98859904,059343649361170105379968473281275637644_a98859904_c13_e8078078164979324275_nareaid274,23.062205,113.391902
1104,8090鲜萃茶,奶茶/果汁,99826378,059343649361170105379968473281275637644_a99826378_c14_e8078078164979324275_nareaid274,23.002038,113.350105
1105,19TEA（钻汇广场店）,奶茶/果汁,158444757,059343649361170105379968473281275637644_a158444757_c0_e8078078164979324275_nareaid274,22.947668,113.363211
1106,圆子茶（南站店）,奶茶/果汁,189174759,059343649361170105379968473281275637644_a189174759_c1_e8078078164979324275_nareaid274,22.989286,113.27774
1107,一些柠檬一些茶（富华西店）,奶茶/果汁,169184412,059343649361170105379968473281275637644_a169184412_c2_e8078078164979324275_nareaid274,22.946861,113.363018
1108,大叔果渡（荔园店）,奶茶/果汁,162040107,059343649361170105379968473281275637644_a162040107_c3_e8078078164979324275_nareaid274,22.920052,113.346291
1109,牛优果（钻汇广场店）,奶茶/果汁,166393619,059343649361170105379968473281275637644_a166393619_c4_e8078078164979324275_nareaid274,22.947175,113.362153
1110,大卡司（万科里店）,奶茶/果汁,165910768,059343649361170105379968473281275637644_a165910768_c5_e8078078164979324275_nareaid274,22.931397,113.387221
1111,royaltea皇茶（大石建华店）,奶茶/果汁,106170425,059343649361170105379968473281275637644_a106170425_c6_e8078078164979324275_nareaid274,23.023045,113.315789
1112,CoCo都可（广大店）,奶茶/果汁,68850830,059343649361170105379968473281275637644_a68850830_c7_e8078078164979324275_nareaid274,23.04105,113.37238
1113,果绚丽·海石花（厦窖店）,奶茶/果汁,1803320564,059343649361170105379968473281275637644_a1803320564_c8_e8078078164979324275_nareaid274,23.038498,113.316354
1114,皇茶真韵（永旺店）,奶茶/果汁,70551980,059343649361170105379968473281275637644_a70551980_c9_e8078078164979324275_nareaid274,22.937811,113.387212
1115,洛浦花舍·精品咖啡,咖啡厅,5653935,059343649361170105379968473281275637644_a5653935_c10_e8078078164979324275_nareaid274,23.038617,113.317919
1116,拾光里SOAK IN TIME（哈街店）,奶茶/果汁,192623624,059343649361170105379968473281275637644_a192623624_c11_e8078078164979324275_nareaid274,22.928201,113.367533
1117,禧御贡茶（南村南光广场店）,奶茶/果汁,68195958,059343649361170105379968473281275637644_a68195958_c12_e8078078164979324275_nareaid274,23.007911,113.391271
1118,ORDER柠檬茶,奶茶/果汁,169151596,059343649361170105379968473281275637644_a169151596_c13_e8078078164979324275_nareaid274,23.0414,113.303858
1119,小确茶（钻汇店）,奶茶/果汁,179969835,059343649361170105379968473281275637644_a179969835_c14_e8078078164979324275_nareaid274,22.947702,113.361784
1120,好闺蜜茶语（雄峰城店）,奶茶/果汁,165636457,059343649361170105379968473281275637644_a165636457_c0_e8078078164979324275_nareaid274,22.970313,113.303688
1121,ALS GONGCHA阿里山贡茶（万博店）,奶茶/果汁,64397968,059343649361170105379968473281275637644_a64397968_c1_e8078078164979324275_nareaid274,23.008576,113.342112
1122,阿文木瓜牛奶,奶茶/果汁,1718340,059343649361170105379968473281275637644_a1718340_c2_e8078078164979324275_nareaid274,22.942584,113.35323
1123,喜悦之茶,奶茶/果汁,169318763,059343649361170105379968473281275637644_a169318763_c3_e8078078164979324275_nareaid274,22.931,113.38781
1124,鹿角巷THE ALLEY（番禺永旺店）,奶茶/果汁,179954927,059343649361170105379968473281275637644_a179954927_c4_e8078078164979324275_nareaid274,22.936959,113.388035
1125,御茶（大北路店）,奶茶/果汁,168938721,059343649361170105379968473281275637644_a168938721_c5_e8078078164979324275_nareaid274,22.948041,113.368022
1126,小氧（祈福店）,奶茶/果汁,159839518,059343649361170105379968473281275637644_a159839518_c6_e8078078164979324275_nareaid274,22.968143,113.332178
1127,舞茶道（市桥店）,奶茶/果汁,5639845,059343649361170105379968473281275637644_a5639845_c7_e8078078164979324275_nareaid274,22.948569,113.362056
1128,漾尙红贡茶（沙湾分店）,奶茶/果汁,119843575,059343649361170105379968473281275637644_a119843575_c8_e8078078164979324275_nareaid274,22.905919,113.34463
1129,乐活贝塔西餐·咖啡,西餐,94891991,059343649361170105379968473281275637644_a94891991_c9_e8078078164979324275_nareaid274,23.03974,113.316473
1130,书亦烧仙草（番禺奥园广场店）,奶茶/果汁,194269835,059343649361170105379968473281275637644_a194269835_c10_e8078078164979324275_nareaid274,22.92398,113.35978
1131,雕刻时光咖啡馆（广州大学城店）,咖啡厅,77180054,059343649361170105379968473281275637644_a77180054_c11_e8078078164979324275_nareaid274,23.042593,113.372878
