,店铺名字,类别,poiid,ctPoi,经度,纬度
2131,半亩田玉米汁（广颐商务中心店）,奶茶/果汁,1715785,032993311645349738152990596470664416460_a1715785_c2_e5632571436929097785_nareaid26,23.20279,113.28929
2132,新作的茶SUN TEA（凯德广场店）,奶茶/果汁,186884309,032993311645349738152990596470664416460_a186884309_c3_e5632571436929097785_nareaid26,23.181,113.269776
2133,又一茶（同和金铂店）,奶茶/果汁,192651712,032993311645349738152990596470664416460_a192651712_c4_e5632571436929097785_nareaid26,23.196459,113.325574
2134,邂逅猫•猫主题猫咖&猫咪宠物店（白云万达店）,奶茶/果汁,189784698,032993311645349738152990596470664416460_a189784698_c5_e5632571436929097785_nareaid26,23.173732,113.266955
2135,乐糖,奶茶/果汁,4042467,032993311645349738152990596470664416460_a4042467_c6_e5632571436929097785_nareaid26,23.197642,113.326737
2136,GRANDPA爺茶（白云万达店）,奶茶/果汁,60451177,032993311645349738152990596470664416460_a60451177_c7_e5632571436929097785_nareaid26,23.173633,113.266912
2137,顾小蛮奶茶实验室·手炒牛油果鲜奶（白云凯德店）,奶茶/果汁,186315642,032993311645349738152990596470664416460_a186315642_c8_e5632571436929097785_nareaid26,23.181441,113.269838
2138,一只酸奶牛（万达广场店）,奶茶/果汁,159465484,032993311645349738152990596470664416460_a159465484_c9_e5632571436929097785_nareaid26,23.173439,113.267446
2139,全民果汁（梅花园广场店）,奶茶/果汁,99554547,032993311645349738152990596470664416460_a99554547_c10_e5632571436929097785_nareaid26,23.178504,113.320956
2140,橘菓子（京溪店）,奶茶/果汁,1696078477,032993311645349738152990596470664416460_a1696078477_c11_e5632571436929097785_nareaid26,23.185326,113.325773
2141,潮味·深夜豆浆,奶茶/果汁,181513757,032993311645349738152990596470664416460_a181513757_c12_e5632571436929097785_nareaid26,23.180525,113.319772
2142,咕猫柠（广园店）,奶茶/果汁,169311879,032993311645349738152990596470664416460_a169311879_c13_e5632571436929097785_nareaid26,23.162256,113.269943
2143,cheskee芝士客（永泰店）,饮品店,165711823,032993311645349738152990596470664416460_a165711823_c14_e5632571436929097785_nareaid26,23.219733,113.305497
2144,TANING挞柠·柠檬茶（景泰街店）,奶茶/果汁,192561290,032993311645349738152990596470664416460_a192561290_c0_e5632571436929097785_nareaid26,23.161277,113.268821
2145,Souffle·舒芙蕾（永泰里店）,奶茶/果汁,193728081,032993311645349738152990596470664416460_a193728081_c1_e5632571436929097785_nareaid26,23.216877,113.30336
2146,茶颜观色（安华汇店）,奶茶/果汁,168850061,032993311645349738152990596470664416460_a168850061_c2_e5632571436929097785_nareaid26,23.2169,113.29626
2147,益禾堂（江夏店）,奶茶/果汁,171538225,032993311645349738152990596470664416460_a171538225_c3_e5632571436929097785_nareaid26,23.211038,113.282212
2148,SITEA斯茶（同和店）,奶茶/果汁,193439704,032993311645349738152990596470664416460_a193439704_c4_e5632571436929097785_nareaid26,23.195697,113.326809
2149,咕噜咕噜（江夏店）,奶茶/果汁,150036121,032993311645349738152990596470664416460_a150036121_c5_e5632571436929097785_nareaid26,23.211186,113.281594
2150,魅美映画甜品馆,奶茶/果汁,87961316,032993311645349738152990596470664416460_a87961316_c6_e5632571436929097785_nareaid26,23.186631,113.327149
2151,雅岛英皇茶（佳润广场店）,奶茶/果汁,81951552,032993311645349738152990596470664416460_a81951552_c7_e5632571436929097785_nareaid26,23.18171,113.320893
2152,KIYICafe,咖啡厅,40402441,032993311645349738152990596470664416460_a40402441_c8_e5632571436929097785_nareaid26,23.19712,113.27339
2153,coffee tune,咖啡厅,186807258,032993311645349738152990596470664416460_a186807258_c9_e5632571436929097785_nareaid26,23.186698,113.336903
2154,卡乐巴巴·颜值茶（同和店）,奶茶/果汁,195024489,032993311645349738152990596470664416460_a195024489_c10_e5632571436929097785_nareaid26,23.195529,113.326209
2155,鹿角巷THE ALLEY（安华汇店）,奶茶/果汁,181524421,032993311645349738152990596470664416460_a181524421_c11_e5632571436929097785_nareaid26,23.215313,113.294236
2156,royaltea皇茶（江夏新天地）,奶茶/果汁,133616048,032993311645349738152990596470664416460_a133616048_c12_e5632571436929097785_nareaid26,23.211051,113.281744
2157,HITEA茶室,奶茶/果汁,163407444,032993311645349738152990596470664416460_a163407444_c13_e5632571436929097785_nareaid26,23.1628,113.269982
2158,化州老字号糖水店,饮品店,188489841,032993311645349738152990596470664416460_a188489841_c14_e5632571436929097785_nareaid26,23.181271,113.328298
2159,大卡司（白云万达店）,奶茶/果汁,190589411,032993311645349738152990596470664416460_a190589411_c0_e5632571436929097785_nareaid26,23.172171,113.266237
2160,全民果汁（金铂广场店）,奶茶/果汁,164849178,032993311645349738152990596470664416460_a164849178_c1_e5632571436929097785_nareaid26,23.196208,113.325362
2161,TANING挞柠·匠心柠檬茶（江夏店）,奶茶/果汁,182525097,032993311645349738152990596470664416460_a182525097_c2_e5632571436929097785_nareaid26,23.209738,113.279608
2162,56清吧,中式烧烤,90705262,032993311645349738152990596470664416460_a90705262_c3_e5632571436929097785_nareaid26,23.220309,113.30641
2163,HiTEA茶室（绿地中心缤纷天地店）,奶茶/果汁,164757781,032993311645349738152990596470664416460_a164757781_c4_e5632571436929097785_nareaid26,23.179757,113.268808
2164,2点益禾堂（梅花园商业广场店）,奶茶/果汁,174858867,032993311645349738152990596470664416460_a174858867_c5_e5632571436929097785_nareaid26,23.178531,113.320998
2165,全民果汁（安华汇店）,奶茶/果汁,168785195,032993311645349738152990596470664416460_a168785195_c6_e5632571436929097785_nareaid26,23.218115,113.296574
2166,E.T,饮品店,150075810,032993311645349738152990596470664416460_a150075810_c7_e5632571436929097785_nareaid26,23.181924,113.321478
2167,浮生闲咖啡小馆,咖啡厅,4006975,032993311645349738152990596470664416460_a4006975_c8_e5632571436929097785_nareaid26,23.16243,113.26997
2168,漫藤咖啡馆（怡新路店）,咖啡厅,40168687,032993311645349738152990596470664416460_a40168687_c9_e5632571436929097785_nareaid26,23.175919,113.321755
2169,T·Free茶室（广园新村店）,奶茶/果汁,169978481,032993311645349738152990596470664416460_a169978481_c10_e5632571436929097785_nareaid26,23.162825,113.270098
2170,啡尝道休闲咖啡厅,咖啡厅,175171080,032993311645349738152990596470664416460_a175171080_c11_e5632571436929097785_nareaid26,23.184939,113.336355
2171,一些柠檬一些茶（广园店）,奶茶/果汁,175152838,032993311645349738152990596470664416460_a175152838_c12_e5632571436929097785_nareaid26,23.160546,113.269358
2172,源家,西式简餐,158800882,032993311645349738152990596470664416460_a158800882_c13_e5632571436929097785_nareaid26,23.18635,113.326909
2173,甜不甜（同和店）,饮品店,184627378,032993311645349738152990596470664416460_a184627378_c14_e5632571436929097785_nareaid26,23.197203,113.325195
2174,新作的茶SUN TEA（永旺梦乐城店）,奶茶/果汁,185647495,032993311645349738152990596470664416460_a185647495_c0_e5825473065594276179_nareaid26,23.150428,113.1953
2175,台茶食代（百信广场东区店）,奶茶/果汁,194253651,032993311645349738152990596470664416460_a194253651_c1_e5825473065594276179_nareaid26,23.193988,113.261796
2176,大卡司（岭南新世界云门店）,奶茶/果汁,189540542,032993311645349738152990596470664416460_a189540542_c2_e5825473065594276179_nareaid26,23.235878,113.292027
2177,CoCo都可（五号停机坪店）,奶茶/果汁,192829557,032993311645349738152990596470664416460_a192829557_c3_e5825473065594276179_nareaid26,23.180529,113.265217
2178,TANING挞柠匠心柠檬茶（黄边店）,奶茶/果汁,181257337,032993311645349738152990596470664416460_a181257337_c4_e5825473065594276179_nareaid26,23.221897,113.288085
2179,CoCo都可（白云新天地店）,奶茶/果汁,40845824,032993311645349738152990596470664416460_a40845824_c5_e5825473065594276179_nareaid26,23.191278,113.265082
2180,御可贡茶（嘉禾店）,奶茶/果汁,83442390,032993311645349738152990596470664416460_a83442390_c6_e5825473065594276179_nareaid26,23.23598,113.289616
2181,TANING挞柠· 匠心柠檬茶（云门新世界店）,奶茶/果汁,189559407,032993311645349738152990596470664416460_a189559407_c7_e5825473065594276179_nareaid26,23.23576,113.292401
2182,宝岛壹点点（马务店）,奶茶/果汁,186063663,032993311645349738152990596470664416460_a186063663_c8_e5825473065594276179_nareaid26,23.205988,113.257885
2183,TANING挞柠·匠心柠檬茶（东平店）,奶茶/果汁,188634135,032993311645349738152990596470664416460_a188634135_c9_e5825473065594276179_nareaid26,23.250598,113.316874
2184,大嘴猴paul frank茶,奶茶/果汁,193498606,032993311645349738152990596470664416460_a193498606_c10_e5825473065594276179_nareaid26,23.17294,113.256556
2185,贡茶（广科店）,奶茶/果汁,69788583,032993311645349738152990596470664416460_a69788583_c11_e5825473065594276179_nareaid26,23.40479,113.459517
2186,贡茶（人和店）,奶茶/果汁,52463033,032993311645349738152990596470664416460_a52463033_c12_e5825473065594276179_nareaid26,23.334063,113.296059
2187,LuLu Tea Bar（黄石店）,奶茶/果汁,188115354,032993311645349738152990596470664416460_a188115354_c13_e5825473065594276179_nareaid26,23.206562,113.267771
2188,御可贡茶（龙骏广场店）,奶茶/果汁,51135325,032993311645349738152990596470664416460_a51135325_c14_e5825473065594276179_nareaid26,23.177548,113.226777
2189,末茶（黄边地铁口店）,奶茶/果汁,165734572,032993311645349738152990596470664416460_a165734572_c0_e1739821462131473494_nareaid26,23.222032,113.28809
2190,TANING挞柠·匠心柠檬茶（三元里店）,奶茶/果汁,171080495,032993311645349738152990596470664416460_a171080495_c1_e1739821462131473494_nareaid26,23.166513,113.253602
2191,芒果屋·鲜榨果计,奶茶/果汁,80950221,032993311645349738152990596470664416460_a80950221_c2_e1739821462131473494_nareaid26,23.180229,113.264395
2192,CoCo都可（百信二楼店）,奶茶/果汁,5106753,032993311645349738152990596470664416460_a5106753_c3_e1739821462131473494_nareaid26,23.193397,113.261825
2193,royaltea皇茶（嘉禾望岗店）,奶茶/果汁,85327045,032993311645349738152990596470664416460_a85327045_c4_e1739821462131473494_nareaid26,23.237784,113.290115
2194,密恋冰城（钟落潭店）,奶茶/果汁,195191909,032993311645349738152990596470664416460_a195191909_c5_e1739821462131473494_nareaid26,23.381368,113.408359
2195,万小觅（钟落潭店）,奶茶/果汁,163418868,032993311645349738152990596470664416460_a163418868_c6_e1739821462131473494_nareaid26,23.382603,113.404557
2196,饮来饮趣,奶茶/果汁,118832297,032993311645349738152990596470664416460_a118832297_c7_e1739821462131473494_nareaid26,23.214663,113.270217
2197,1988鲜榨果汁,奶茶/果汁,64043115,032993311645349738152990596470664416460_a64043115_c8_e1739821462131473494_nareaid26,23.191832,113.265881
2198,CoCo都可（石井广场店）,奶茶/果汁,187240495,032993311645349738152990596470664416460_a187240495_c9_e1739821462131473494_nareaid26,23.210688,113.233523
2199,素岛泰茶（鹅掌坦店）,奶茶/果汁,195980804,032993311645349738152990596470664416460_a195980804_c10_e1739821462131473494_nareaid26,23.155061,113.235381
2200,街景柠檬茶（绿地时代云都汇店）,奶茶/果汁,161064834,032993311645349738152990596470664416460_a161064834_c11_e1739821462131473494_nareaid26,23.206528,113.267191
2201,TANING挞柠·匠心柠檬茶（泽德花苑店）,饮品店,195607588,032993311645349738152990596470664416460_a195607588_c12_e1739821462131473494_nareaid26,23.177,113.2377
2202,时光贡茶（高桥公园店）,奶茶/果汁,165306826,032993311645349738152990596470664416460_a165306826_c13_e1739821462131473494_nareaid26,23.290711,113.303587
2203,茶雨亭（新市店）,奶茶/果汁,77436982,032993311645349738152990596470664416460_a77436982_c14_e1739821462131473494_nareaid26,23.191762,113.265919
2204,咖楼树道咖啡（远景路店）,咖啡厅,52682950,032993311645349738152990596470664416460_a52682950_c0_e1592831842926954873_nareaid26,23.172568,113.256176
2205,泽天贡茶（亿达广场店）,奶茶/果汁,66432920,032993311645349738152990596470664416460_a66432920_c1_e1592831842926954873_nareaid26,23.27469,113.23511
2206,禧御贡茶（金沙洲店）,奶茶/果汁,82319530,032993311645349738152990596470664416460_a82319530_c2_e1592831842926954873_nareaid26,23.157631,113.207973
2207,HonG Cha鸿味（钟落潭店）,奶茶/果汁,65841379,032993311645349738152990596470664416460_a65841379_c3_e1592831842926954873_nareaid26,23.382603,113.404557
2208,粤色茶颜,奶茶/果汁,193438047,032993311645349738152990596470664416460_a193438047_c4_e1592831842926954873_nareaid26,23.237683,113.286896
2209,四云奶盖贡茶（漾漾好）江高店,奶茶/果汁,93049032,032993311645349738152990596470664416460_a93049032_c5_e1592831842926954873_nareaid26,23.274802,113.233458
2210,TANING挞柠（太和店）,奶茶/果汁,194551173,032993311645349738152990596470664416460_a194551173_c6_e1592831842926954873_nareaid26,23.29393,113.35814
2211,杜小姐Tea·Cake,奶茶/果汁,169126134,032993311645349738152990596470664416460_a169126134_c7_e1592831842926954873_nareaid26,23.191986,113.265321
2212,吉麽鲜茶,奶茶/果汁,169484996,032993311645349738152990596470664416460_a169484996_c8_e1592831842926954873_nareaid26,23.135714,113.219509
2213,奢茶（YH城店）,奶茶/果汁,170639052,032993311645349738152990596470664416460_a170639052_c9_e1592831842926954873_nareaid26,23.214969,113.268765
2214,本宫的茶（百信店）,奶茶/果汁,184712123,032993311645349738152990596470664416460_a184712123_c10_e1592831842926954873_nareaid26,23.194755,113.2603
2215,良果芭,奶茶/果汁,99872603,032993311645349738152990596470664416460_a99872603_c11_e1592831842926954873_nareaid26,23.235895,113.289802
2216,CoCo都可（永旺金沙洲店）,奶茶/果汁,186586571,032993311645349738152990596470664416460_a186586571_c12_e1592831842926954873_nareaid26,23.149836,113.196019
2217,鹿角巷 THE ALLEY（润林广场店）,奶茶/果汁,175372981,032993311645349738152990596470664416460_a175372981_c13_e1592831842926954873_nareaid26,23.237579,113.29061
2218,喜泡KEEPOO（金沙洲店）,饮品店,169148542,032993311645349738152990596470664416460_a169148542_c14_e1592831842926954873_nareaid26,23.15045,113.20623
2219,TANING挞柠·匠心柠檬茶（横沙店）,奶茶/果汁,193474970,032993311645349738152990596470664416460_a193474970_c0_e933810698722364519_nareaid26,23.157818,113.206271
2220,膳玉贡茶（白云东平时代店）,奶茶/果汁,80121315,032993311645349738152990596470664416460_a80121315_c1_e933810698722364519_nareaid26,23.24794,113.30935
2221,贡茶（海航YH城店）,奶茶/果汁,52661011,032993311645349738152990596470664416460_a52661011_c2_e933810698722364519_nareaid26,23.21478,113.26932
2222,本宫的茶（云门NEWPARK店）,奶茶/果汁,187291316,032993311645349738152990596470664416460_a187291316_c3_e933810698722364519_nareaid26,23.237479,113.29121
2223,raretea皇茶,奶茶/果汁,160448948,032993311645349738152990596470664416460_a160448948_c4_e933810698722364519_nareaid26,23.261899,113.358688
2224,hea茶室,奶茶/果汁,188458540,032993311645349738152990596470664416460_a188458540_c5_e933810698722364519_nareaid26,23.157227,113.235123
2225,芭克·闪冰（五号停机坪店）,冰淇淋,6771575,032993311645349738152990596470664416460_a6771575_c6_e933810698722364519_nareaid26,23.180933,113.264996
2226,皇茶真韵（嘉禾望岗店）,奶茶/果汁,40498521,032993311645349738152990596470664416460_a40498521_c7_e933810698722364519_nareaid26,23.237725,113.290066
2227,悟茶（远景路店）,奶茶/果汁,170591817,032993311645349738152990596470664416460_a170591817_c8_e933810698722364519_nareaid26,23.172311,113.255698
2228,TANING挞柠·匠心柠檬茶（沙凤店）,奶茶/果汁,194405021,032993311645349738152990596470664416460_a194405021_c9_e933810698722364519_nareaid26,23.14908,113.20072
2229,原鲜生活（人和店）,奶茶/果汁,115742729,032993311645349738152990596470664416460_a115742729_c10_e933810698722364519_nareaid26,23.336251,113.296391
2230,贡茶（嘉禾望岗店）,奶茶/果汁,52614102,032993311645349738152990596470664416460_a52614102_c11_e933810698722364519_nareaid26,23.237722,113.290152
2231,一些柠檬一些茶（三元里店）,奶茶/果汁,179277991,032993311645349738152990596470664416460_a179277991_c12_e933810698722364519_nareaid26,23.153309,113.26431
2232,N多寿司（棠涌黄沙岗东一街店）,饮品店,163363180,032993311645349738152990596470664416460_a163363180_c13_e933810698722364519_nareaid26,23.200799,113.258377
2233,大葱柠檬茶（同德围店）,奶茶/果汁,195836627,032993311645349738152990596470664416460_a195836627_c14_e933810698722364519_nareaid26,23.155023,113.235185
2234,CoCo都可（石井广场店）,奶茶/果汁,187240495,032993311645349738152990596470664416460_a187240495_c0_e8361758396183627721_nareaid26,23.210688,113.233523
2235,贡茶（嘉禾望岗店）,奶茶/果汁,52614102,032993311645349738152990596470664416460_a52614102_c1_e8361758396183627721_nareaid26,23.237722,113.290152
2236,CoCo都可（永旺金沙洲店）,奶茶/果汁,186586571,032993311645349738152990596470664416460_a186586571_c2_e8361758396183627721_nareaid26,23.149836,113.196019
2237,N多寿司（棠涌黄沙岗东一街店）,饮品店,163363180,032993311645349738152990596470664416460_a163363180_c3_e8361758396183627721_nareaid26,23.200799,113.258377
2238,金沙湾,咖啡厅,4993897,032993311645349738152990596470664416460_a4993897_c4_e8361758396183627721_nareaid26,23.191201,113.265081
2239,DQ（5号停机坪店）,冰淇淋,184948428,032993311645349738152990596470664416460_a184948428_c5_e8361758396183627721_nareaid26,23.180861,113.265318
2240,DQ（云门new park店 ）,冰淇淋,194631280,032993311645349738152990596470664416460_a194631280_c6_e8361758396183627721_nareaid26,23.236453,113.291501
2241,雅岛英皇茶（上步店）,奶茶/果汁,169973972,032993311645349738152990596470664416460_a169973972_c7_e8361758396183627721_nareaid26,23.169234,113.23592
2242,上品贡茶（钟升横路店）,奶茶/果汁,164191499,032993311645349738152990596470664416460_a164191499_c8_e8361758396183627721_nareaid26,23.38253,113.40486
2243,royaltea皇茶,奶茶/果汁,161836395,032993311645349738152990596470664416460_a161836395_c9_e8361758396183627721_nareaid26,23.183051,113.32636
2244,HEY YO喜乳酪（白云凯德店）,奶茶/果汁,77998056,032993311645349738152990596470664416460_a77998056_c10_e8361758396183627721_nareaid26,23.181193,113.269795
2245,FUNCAA欢茶,奶茶/果汁,164269131,032993311645349738152990596470664416460_a164269131_c11_e8361758396183627721_nareaid26,23.177436,113.227157
2246,58度C（京溪店）,奶茶/果汁,50108954,032993311645349738152990596470664416460_a50108954_c12_e8361758396183627721_nareaid26,23.180541,113.329851
2247,书亦烧仙草,奶茶/果汁,192686457,032993311645349738152990596470664416460_a192686457_c13_e8361758396183627721_nareaid26,23.187381,113.329431
2248,T.Free茶室（金沙洲店）,奶茶/果汁,182607298,032993311645349738152990596470664416460_a182607298_c14_e8361758396183627721_nareaid26,23.14669,113.201309
2249,佐敦道（新市店）,奶茶/果汁,194808584,032993311645349738152990596470664416460_a194808584_c0_e8391747335302458638_nareaid26,23.191622,113.265775
2250,鲜茗叶果茶,奶茶/果汁,179159490,032993311645349738152990596470664416460_a179159490_c1_e8391747335302458638_nareaid26,23.289466,113.301913
2251,茶波卡teapolca,奶茶/果汁,63925716,032993311645349738152990596470664416460_a63925716_c2_e8391747335302458638_nareaid26,23.222664,113.284432
2252,九创喵,奶茶/果汁,1567549575,032993311645349738152990596470664416460_a1567549575_c3_e8391747335302458638_nareaid26,23.18612,113.326493
2253,艾利斯音乐餐吧,西餐,109302394,032993311645349738152990596470664416460_a109302394_c4_e8391747335302458638_nareaid26,23.181114,113.264639
2254,情缘时尚茶饮,奶茶/果汁,40066487,032993311645349738152990596470664416460_a40066487_c5_e8391747335302458638_nareaid26,23.219411,113.305921
2255,CaffeBene咖啡陪你（远景路商业城店）,咖啡厅,5635431,032993311645349738152990596470664416460_a5635431_c6_e8391747335302458638_nareaid26,23.17354,113.255779
2256,椰皇壹号,饮品店,94015659,032993311645349738152990596470664416460_a94015659_c7_e8391747335302458638_nareaid26,23.233181,113.283891
2257,新作的茶SUN TEA（远景路店）,奶茶/果汁,179448359,032993311645349738152990596470664416460_a179448359_c8_e8391747335302458638_nareaid26,23.17216,113.25885
2258,膳玉贡茶（时代广场店）,奶茶/果汁,94687127,032993311645349738152990596470664416460_a94687127_c9_e8391747335302458638_nareaid26,23.294013,113.355441
2259,茶人茶己（太和三店）,奶茶/果汁,177713259,032993311645349738152990596470664416460_a177713259_c10_e8391747335302458638_nareaid26,23.293607,113.357754
2260,芝哆拉の茶,奶茶/果汁,1639026182,032993311645349738152990596470664416460_a1639026182_c11_e8391747335302458638_nareaid26,23.185841,113.32642
2261,榴星语,奶茶/果汁,169116683,032993311645349738152990596470664416460_a169116683_c12_e8391747335302458638_nareaid26,23.333616,113.298028
2262,茶人茶己（太和总店）,奶茶/果汁,152385432,032993311645349738152990596470664416460_a152385432_c13_e8391747335302458638_nareaid26,23.294266,113.359023
2263,Happy cake 生日蛋糕（嘉禾望岗店）,饮品店,166639261,032993311645349738152990596470664416460_a166639261_c14_e8391747335302458638_nareaid26,23.23331,113.284489
2264,贡茶（美博城店）,奶茶/果汁,94922994,032993311645349738152990596470664416460_a94922994_c0_e7668428028579983010_nareaid26,23.155451,113.251108
2265,港式贡茶（江夏店）,奶茶/果汁,168528326,032993311645349738152990596470664416460_a168528326_c1_e7668428028579983010_nareaid26,23.210347,113.282481
2266,一点甜·波霸奶茶（石井店）,奶茶/果汁,179723846,032993311645349738152990596470664416460_a179723846_c2_e7668428028579983010_nareaid26,23.21161,113.22645
2267,新作的茶SUN TEA（三元里店）,奶茶/果汁,192289978,032993311645349738152990596470664416460_a192289978_c3_e7668428028579983010_nareaid26,23.160768,113.257167
2268,1314一杯会说话的茶（万家广场店）,奶茶/果汁,184009481,032993311645349738152990596470664416460_a184009481_c4_e7668428028579983010_nareaid26,23.212619,113.226819
2269,鹿角巷 THE ALLEY（京溪店）,饮品店,188738331,032993311645349738152990596470664416460_a188738331_c5_e7668428028579983010_nareaid26,23.185037,113.325347
2270,鹿角湾,奶茶/果汁,178888954,032993311645349738152990596470664416460_a178888954_c6_e7668428028579983010_nareaid26,23.18616,113.32673
2271,木上缤菓（云门NEWPARK店）,冰淇淋,193989362,032993311645349738152990596470664416460_a193989362_c7_e7668428028579983010_nareaid26,23.235932,113.298708
2272,Taning挞柠·匠心柠檬茶（高增店）,奶茶/果汁,184796014,032993311645349738152990596470664416460_a184796014_c8_e7668428028579983010_nareaid26,23.354151,113.293877
2273,BADABOOM,奶茶/果汁,184096615,032993311645349738152990596470664416460_a184096615_c9_e7668428028579983010_nareaid26,23.188024,113.326189
2274,台湾贡茶（长红南天百货店）,奶茶/果汁,171086789,032993311645349738152990596470664416460_a171086789_c10_e7668428028579983010_nareaid26,23.26053,113.29738
2275,陈三鼎·青蛙撞奶（京溪店）,奶茶/果汁,194533033,032993311645349738152990596470664416460_a194533033_c11_e7668428028579983010_nareaid26,23.180974,113.320605
2276,椰子有约（钟落潭店）,奶茶/果汁,195982090,032993311645349738152990596470664416460_a195982090_c12_e7668428028579983010_nareaid26,23.38272,113.408028
2277,咕噜咕噜（白云汇店）,奶茶/果汁,160823989,032993311645349738152990596470664416460_a160823989_c13_e7668428028579983010_nareaid26,23.202871,113.268798
2278,澳门皇茶（凯德广场店）,奶茶/果汁,95364760,032993311645349738152990596470664416460_a95364760_c14_e7668428028579983010_nareaid26,23.180906,113.269497
2279,御茶,奶茶/果汁,178045095,032993311645349738152990596470664416460_a178045095_c0_e1992738110933938636_nareaid26,23.191762,113.328259
2280,奢茶（犀牛角店）,奶茶/果汁,194481833,032993311645349738152990596470664416460_a194481833_c1_e1992738110933938636_nareaid26,23.192942,113.339221
2281,royaltea 皇茶（大源商业广场店）,奶茶/果汁,159270432,032993311645349738152990596470664416460_a159270432_c2_e1992738110933938636_nareaid26,23.245539,113.349174
2282,禧御贡茶（解放庄店）,奶茶/果汁,158909843,032993311645349738152990596470664416460_a158909843_c3_e1992738110933938636_nareaid26,23.216714,113.28951
2283,悟茶（景泰店）,奶茶/果汁,168861279,032993311645349738152990596470664416460_a168861279_c4_e1992738110933938636_nareaid26,23.161572,113.268361
2284,COSTA咖啡（白云万达影城店）,咖啡厅,164046373,032993311645349738152990596470664416460_a164046373_c5_e1992738110933938636_nareaid26,23.171586,113.266366
2285,CHOIS COFFEE（黄边店）,咖啡厅,95913079,032993311645349738152990596470664416460_a95913079_c6_e1992738110933938636_nareaid26,23.221942,113.288098
2286,百花冷饮,冰淇淋,70471432,032993311645349738152990596470664416460_a70471432_c7_e1992738110933938636_nareaid26,23.183154,113.322359
2287,8090鲜萃茶（大源店）,奶茶/果汁,73827291,032993311645349738152990596470664416460_a73827291_c8_e1992738110933938636_nareaid26,23.246921,113.347836
2288,煎饼与茶,奶茶/果汁,190616272,032993311645349738152990596470664416460_a190616272_c9_e1992738110933938636_nareaid26,23.191723,113.328175
2289,谷香果乐（嘉禾望岗店）,奶茶/果汁,68826086,032993311645349738152990596470664416460_a68826086_c10_e1992738110933938636_nareaid26,23.2378,113.290187
2290,鹿角巷THE ALLEY（金沙洲永旺梦乐城店）,奶茶/果汁,179961697,032993311645349738152990596470664416460_a179961697_c11_e1992738110933938636_nareaid26,23.150573,113.194472
2291,青沫茶颜（广园中路店）,奶茶/果汁,180577875,032993311645349738152990596470664416460_a180577875_c12_e1992738110933938636_nareaid26,23.15896,113.267218
2292,约茶,奶茶/果汁,174911615,032993311645349738152990596470664416460_a174911615_c13_e1992738110933938636_nareaid26,23.381011,113.404388
2293,勿忘我休闲吧（新市店）,咖啡厅,42265361,032993311645349738152990596470664416460_a42265361_c14_e1992738110933938636_nareaid26,23.191383,113.265689
2294,1314茶（新市天地店）,奶茶/果汁,177447594,032993311645349738152990596470664416460_a177447594_c0_e7723483063905160389_nareaid26,23.191815,113.266176
2295,雅西亚奶茶实验室,奶茶/果汁,193437260,032993311645349738152990596470664416460_a193437260_c1_e7723483063905160389_nareaid26,23.195746,113.326838
2296,皇茶（新市新街汇店）,奶茶/果汁,93770403,032993311645349738152990596470664416460_a93770403_c2_e7723483063905160389_nareaid26,23.19136,113.26044
2297,茶饭范·台湾饭团,奶茶/果汁,179382970,032993311645349738152990596470664416460_a179382970_c3_e7723483063905160389_nareaid26,23.180755,113.319488
2298,茶多多贡茶,奶茶/果汁,159285006,032993311645349738152990596470664416460_a159285006_c4_e7723483063905160389_nareaid26,23.26802,113.296073
2299,皇茶,奶茶/果汁,74118145,032993311645349738152990596470664416460_a74118145_c5_e7723483063905160389_nareaid26,23.257993,113.270236
2300,书亦烧仙草（三元里店）,饮品店,194054211,032993311645349738152990596470664416460_a194054211_c6_e7723483063905160389_nareaid26,23.158358,113.261825
2301,三生三茶,奶茶/果汁,193768691,032993311645349738152990596470664416460_a193768691_c7_e7723483063905160389_nareaid26,23.194034,113.327476
2302,茶果世界,奶茶/果汁,166133144,032993311645349738152990596470664416460_a166133144_c8_e7723483063905160389_nareaid26,23.177754,113.227265
2303,王子拉茶（云山诗意店）,奶茶/果汁,41732518,032993311645349738152990596470664416460_a41732518_c9_e7723483063905160389_nareaid26,23.21897,113.291752
2304,young休闲吧,奶茶/果汁,165791906,032993311645349738152990596470664416460_a165791906_c10_e7723483063905160389_nareaid26,23.238197,113.280385
2305,波波柠·臻品柠檬茶X新创鲜果酸奶茶（同和金铂广场店）,奶茶/果汁,758386775,032993311645349738152990596470664416460_a758386775_c11_e7723483063905160389_nareaid26,23.195705,113.326222
2306,Hi tea茶室（黄边店）,奶茶/果汁,194491067,032993311645349738152990596470664416460_a194491067_c12_e7723483063905160389_nareaid26,23.221715,113.290277
2307,鹿角巷 THE ALLEY（江高店）,奶茶/果汁,180594541,032993311645349738152990596470664416460_a180594541_c13_e7723483063905160389_nareaid26,23.274392,113.232424
2308,序茶,奶茶/果汁,193141064,032993311645349738152990596470664416460_a193141064_c14_e7723483063905160389_nareaid26,23.197324,113.327209
2309,Cafe  Royale（咖啡茶饮）,咖啡厅,193481020,032993311645349738152990596470664416460_a193481020_c0_e8593214311255722441_nareaid26,23.172412,113.258766
2310,咕猫柠,奶茶/果汁,6238978,032993311645349738152990596470664416460_a6238978_c1_e8593214311255722441_nareaid26,23.27457,113.23286
2311,御茶,奶茶/果汁,178923405,032993311645349738152990596470664416460_a178923405_c2_e8593214311255722441_nareaid26,23.214856,113.229329
