店铺名字,类别,月销售,经度,纬度,
谷芋谷气茶空间(车公庙店),奶茶果汁,43,114.023875,22.535195,
谷道玉米汁,奶茶果汁,6,114.287094,23.17082,
豆菓(横沥店),奶茶果汁,701,113.962111,23.025312,
贝克汉堡,奶茶果汁,47,113.917072,22.874892,
贝约翰,奶茶果汁,64,113.824224,22.726438,
贝茶小聚(黄田店),奶茶果汁,105,113.845124,22.628243,
贡茶,奶茶果汁,3607,114.03802,22.623236,
贡茶,奶茶果汁,3626,114.03802,22.623236,
贡茶,奶茶果汁,46,114.032455,22.52153,
贡茶,奶茶果汁,314,114.190852,22.636975,
贡茶,奶茶果汁,0,113.981519,23.011773,
贡茶,奶茶果汁,0,114.041413,22.643624,
贡茶,奶茶果汁,13,114.051952,22.719442,
贡茶,奶茶果汁,37,113.961938,23.024826,
贡茶,奶茶果汁,1,114.038225,22.622318,
贡茶,奶茶果汁,647,113.922604,22.646081,
贡茶,奶茶果汁,243,113.861765,23.019289,
贡茶,奶茶果汁,30,114.238262,22.557818,
贡茶,奶茶果汁,0,113.941347,22.996756,
贡茶,奶茶果汁,220,114.152661,22.605713,
贡茶,奶茶果汁,226,114.152661,22.605713,
贡茶,奶茶果汁,968,114.02865,22.525679,
贡茶,奶茶果汁,43,114.23703,22.695323,
贡茶,奶茶果汁,133,113.848397,22.766487,
贡茶,奶茶果汁,1224,113.92188,22.52095,
贡茶,奶茶果汁,115,113.836103,23.021157,
贡茶,奶茶果汁,728,114.119838,22.609353,
贡茶,奶茶果汁,40,114.170479,22.692068,
贡茶,奶茶果汁,46,113.849577,22.573433,
贡茶,奶茶果汁,36,113.917038,22.65271,
贡茶,奶茶果汁,58,113.820699,22.885413,
贡茶,奶茶果汁,560,113.923992,22.735934,
贡茶,奶茶果汁,3593,114.113966,22.599609,
贡茶,奶茶果汁,45,113.995358,22.974447,
贡茶,奶茶果汁,400,114.116666,22.601998,
贡茶,奶茶果汁,1241,114.205147,22.644302,
贡茶,奶茶果汁,37,114.310944,22.771288,
贡茶,奶茶果汁,2792,114.02654,22.524689,
贡茶,奶茶果汁,38,114.320005,22.764036,
贡茶,奶茶果汁,194,114.042182,22.642597,
贡茶,奶茶果汁,14,114.295606,22.757467,
贡茶(kkone店),奶茶果汁,20,114.026451,22.527811,
贡茶(万悦城店),奶茶果汁,26,114.012406,22.731891,
贡茶(万汇大厦店),奶茶果汁,21,114.25422,22.717646,
贡茶(万达店),奶茶果汁,32,113.821134,22.808375,
贡茶(上合店),奶茶果汁,2643,113.900839,22.57476,
贡茶(上川店）,奶茶果汁,187,113.905048,22.579453,
贡茶(上星店),奶茶果汁,153,113.83315,22.73056,
贡茶(上雪店),奶茶果汁,595,114.089042,22.640592,
贡茶(下十围店),奶茶果汁,824,113.823017,22.651366,
贡茶(世界之窗店),奶茶果汁,1166,113.970436,22.540601,
贡茶(东海百货店),奶茶果汁,1271,113.916747,22.663993,
贡茶(东都广场店),奶茶果汁,55,113.88776,22.989769,
贡茶(东门总店),奶茶果汁,938,114.12835,22.548328,
贡茶(中心城店),奶茶果汁,764,114.253575,22.730041,
贡茶(丰滢世纪店),奶茶果汁,2,113.92271,22.506024,
贡茶(九围店),奶茶果汁,0,113.864157,22.644443,
贡茶(保税区店),奶茶果汁,197,114.058323,22.509097,
贡茶(八卦一路美食街店),奶茶果汁,698,114.10202,22.556922,
贡茶(八卦岭店),奶茶果汁,1285,114.100397,22.557844,
贡茶(八卦岭店),奶茶果汁,1286,114.100397,22.557844,
贡茶(公明店),奶茶果汁,516,113.90565,22.769695,
贡茶(华强北店),奶茶果汁,3282,114.086237,22.547092,
贡茶(华特店),奶茶果汁,13,114.272868,22.730359,
贡茶(卓越汇店),奶茶果汁,1124,114.054684,22.566276,
贡茶(南园店),奶茶果汁,1440,114.099779,22.538224,
贡茶(南园店),奶茶果汁,360,113.912359,22.516497,
贡茶(南山书城品质店),奶茶果汁,37,113.929818,22.519321,
贡茶(南山优选店),奶茶果汁,2325,113.92342,22.528429,
贡茶(南山优选店),奶茶果汁,2340,113.92342,22.528429,
贡茶(南山大道店),奶茶果汁,6408,113.92151,22.521641,
贡茶(南山店),奶茶果汁,1457,113.915136,22.521025,
贡茶(南山店),奶茶果汁,1122,113.91045,22.51319,
贡茶(南山村店),奶茶果汁,26,113.913356,22.513997,
贡茶(南山直营店),奶茶果汁,1699,113.95175,22.57625,
贡茶(南新店),奶茶果汁,577,113.918517,22.520573,
贡茶(南新店),奶茶果汁,579,113.918517,22.520573,
贡茶(南水步行街店),奶茶果汁,49,113.928658,22.486925,
贡茶(南湾店),奶茶果汁,8,114.146017,22.604446,
贡茶(南联店),奶茶果汁,1714,114.267782,22.727411,
贡茶(双龙店),奶茶果汁,212,114.277561,22.727345,
贡茶(品质店),奶茶果汁,148,114.037871,22.622974,
贡茶(固戍店),奶茶果汁,1074,113.841223,22.600712,
贡茶(地王店),奶茶果汁,237,114.110449,22.554241,
贡茶(地王店),奶茶果汁,241,114.110449,22.554241,
贡茶(坪洲店),奶茶果汁,1150,113.87382,22.564991,
贡茶(塘下涌店),奶茶果汁,56,113.842926,22.808565,
贡茶(墩背学校店),奶茶果汁,220,114.012668,22.67033,
贡茶(大中华店),奶茶果汁,346,114.070004,22.536846,
贡茶(大中华店),奶茶果汁,347,114.070004,22.536846,
贡茶(大浪商业中心店),奶茶果汁,133,113.993882,22.676715,
贡茶(大浪江南百货店),奶茶果汁,34,114.014833,22.671863,
贡茶(大浪联横街店),奶茶果汁,9,113.997345,22.67183,
贡茶(大芬信和店),奶茶果汁,6964,114.135588,22.611533,
贡茶(天安云谷店),奶茶果汁,1586,114.063241,22.657419,
贡茶(宝三丰店),奶茶果汁,79,114.287195,22.689787,
贡茶(宝安大道店),奶茶果汁,3222,113.88201,22.571075,
贡茶(小食店),奶茶果汁,1198,114.116752,22.611265,
贡茶(小食店),奶茶果汁,1225,114.116752,22.611265,
贡茶(小食店),奶茶果汁,5720,114.050309,22.639135,
贡茶(山海四季城店),奶茶果汁,597,114.253909,22.592247,
贡茶(巴登店),奶茶果汁,1755,114.100976,22.539872,
贡茶(布吉店),奶茶果汁,69,114.14694,22.605957,
贡茶(布心店),奶茶果汁,39,113.896014,22.586837,
贡茶(幸运福龙岗中心城店),奶茶果汁,791,114.257927,22.709048,
贡茶(庄村店),奶茶果汁,57,113.857086,22.722662,
贡茶(径贝小学店),奶茶果汁,54,113.875551,22.567109,
贡茶(御禧东门店),奶茶果汁,409,114.124356,22.54227,
贡茶(手抓饼小吃白石洲店),奶茶果汁,623,113.967335,22.533339,
贡茶(振华路店),奶茶果汁,136,114.088083,22.544301,
贡茶(新和店),奶茶果汁,30,113.801338,22.673191,
贡茶(新城市花园店),奶茶果汁,3724,114.02105,22.663555,
贡茶(新天地广场店),奶茶果汁,1,113.846812,22.599444,
贡茶(新安店),奶茶果汁,5664,113.900396,22.572897,
贡茶(新桥店),奶茶果汁,1,113.842887,22.733631,
贡茶(新田店),奶茶果汁,253,114.091123,22.70126,
贡茶(松岗天虹店),奶茶果汁,27,113.852028,22.764093,
贡茶(松泉店),奶茶果汁,62,114.127956,22.577895,
贡茶(民乐店),奶茶果汁,551,114.053508,22.597825,
贡茶(民治旗舰店),奶茶果汁,5583,114.039468,22.619163,
贡茶(水斗新围店),奶茶果汁,88,114.049104,22.638261,
贡茶(永辉店),奶茶果汁,51,113.833723,22.765095,
贡茶(沙井店),奶茶果汁,662,113.827271,22.719179,
贡茶(流塘店),奶茶果汁,3403,113.885875,22.579978,
贡茶(流塘店),奶茶果汁,343,113.889775,22.577661,
贡茶(润升百货店),奶茶果汁,285,114.003386,22.910679,
贡茶(深圳北店),奶茶果汁,222,114.040433,22.601326,
贡茶(清湖地铁店),奶茶果汁,2881,114.035862,22.660234,
贡茶(溪头分店),奶茶果汁,98,113.835157,22.772764,
贡茶(独竹店),奶茶果汁,32,114.209869,22.652264,
贡茶(益田假日店),奶茶果汁,32,113.972342,22.538535,
贡茶(石岩店),奶茶果汁,55,113.934889,22.680506,
贡茶(石排店),奶茶果汁,657,113.964023,23.072949,
贡茶(石湾店),奶茶果汁,67,113.851085,23.124169,
贡茶(石湾汇禾店),奶茶果汁,57,113.864297,23.126847,
贡茶(福星路店),奶茶果汁,9999+,114.08238,22.534549,
贡茶(福田中心店),奶茶果汁,324,114.06753,22.535685,
贡茶(福田中心店),奶茶果汁,332,114.06753,22.535685,
贡茶(福田分店),奶茶果汁,1067,114.078256,22.531687,
贡茶(福田店),奶茶果汁,848,114.071298,22.536147,
贡茶(福田店),奶茶果汁,327,114.084683,22.52951,
贡茶(科兴店),奶茶果汁,1551,113.942735,22.541522,
贡茶(罗湖店),奶茶果汁,3742,114.124822,22.542464,
贡茶(茶味一心罗湖奶茶店),奶茶果汁,2605,114.125004,22.542427,
贡茶(草埔店),奶茶果汁,333,114.115234,22.589227,
贡茶(華御禧南山店),奶茶果汁,423,113.918728,22.523254,
贡茶(裕安店),奶茶果汁,3437,113.905139,22.577436,
贡茶(西乡店),奶茶果汁,295,113.875659,22.576552,
贡茶(高新园店),奶茶果汁,119,113.948152,22.545351,
贡茶(龙东店),奶茶果汁,1618,114.294846,22.71477,
贡茶(龙华店),奶茶果汁,986,114.021037,22.663645,
贡茶(龙华店),奶茶果汁,42,114.02061,22.654854,
贡茶(龙华店),奶茶果汁,61,114.01376,22.65568,
贡茶(龙华形象店),奶茶果汁,4356,114.03735,22.623578,
贡茶(龙华旗舰店),奶茶果汁,133,114.024625,22.651953,
贡茶(龙岗店),奶茶果汁,4453,114.273921,22.729267,
贡茶(龙岗爱联店),奶茶果汁,5310,114.233604,22.696797,
贡茶(龙岗老街店),奶茶果汁,92,114.276139,22.730421,
贡茶.奶茶.小吃,奶茶果汁,63,114.153001,22.619517,
贡茶.小吃.手抓饼(布吉店),奶茶果汁,218,114.118486,22.613475,
贡茶GONGCHA,奶茶果汁,45,113.884328,22.991269,
贡茶GONGCHA,奶茶果汁,0,114.038182,22.622595,
贡茶GONGCHA,奶茶果汁,369,114.057256,22.717517,
贡茶GONGCHA(同泰时代广场店),奶茶果汁,54,113.804288,22.678693,
贡茶GONGCHA(坪洲店),奶茶果汁,104,113.869939,22.572158,
贡茶GONGCHA(塘头店),奶茶果汁,917,113.918125,22.651618,
贡茶GONGCHA(大岭山店),奶茶果汁,105,113.842831,22.907608,
贡茶GONGCHA(宝安店),奶茶果汁,893,113.901337,22.576886,
贡茶GONGCHA(岁宝百货店),奶茶果汁,2,113.9301147,22.67440906,
贡茶GONGCHA(松岗店),奶茶果汁,989,113.838425,22.763617,
贡茶GONGCHA(石龙店),奶茶果汁,1775,113.859135,23.10712,
贡茶GONGCHA(福景新村店),奶茶果汁,532,113.922728,22.645817,
贡茶GONGCHA(福景新村店),奶茶果汁,542,113.922728,22.645817,
贡茶GONGCHA(笋岗店),奶茶果汁,988,114.114946,22.568057,
贡茶|手抓饼|小吃(固戍店),奶茶果汁,3629,113.844514,22.586082,
贡茶|手抓饼|小吃(沙井店),奶茶果汁,6158,113.824799,22.723179,
贡茶·奶茶·小吃,奶茶果汁,1532,114.037643,22.614314,
贡茶·小吃(华润万家店),奶茶果汁,1413,113.844165,22.76652,
贡茶姐姐(龙溪店),奶茶果汁,47,114.124292,23.136165,
贡茶店(天安云谷),奶茶果汁,67,114.06318,22.657619,
贡茶手抓饼烤冷面小吃,奶茶果汁,359,113.912328,22.513547,
贡茶煲仔饭（西田店）,奶茶果汁,170,113.90107,22.80298,
贡茶（上南联诚广场店）,奶茶果汁,371,113.842265,22.718789,
贡茶（上塘店）,奶茶果汁,43,114.020562,22.644016,
贡茶（会展中心店）,奶茶果汁,120,114.059771,22.527452,
贡茶（后瑞地铁站店）,奶茶果汁,129,113.835321,22.629596,
贡茶（壹海城店）,奶茶果汁,1,114.239168,22.551714,
贡茶（官田店）,奶茶果汁,85,113.942433,22.683527,
贡茶（横岗店）,奶茶果汁,5309,114.201207,22.644439,
贡茶（沙井中心客运站店）,奶茶果汁,2253,113.842812,22.724752,
贡茶（沙嘴店）,奶茶果汁,2879,114.038747,22.518085,
贡茶（洪浪北店）,奶茶果汁,29,113.911478,22.573917,
贡茶（龙华老围店),奶茶果汁,1057,114.018321,22.668083,
贡茶（龙岗优优岛店）,奶茶果汁,3836,114.233626,22.724104,
贡茶（龙岗吉祥店）,奶茶果汁,279,114.24286,22.706235,
质典贡茶(凤凰城店),奶茶果汁,19,114.143188,22.695929,
贩冰冰|川味小吃|手工冰粉,奶茶果汁,544,114.227647,22.695485,
贪吃熊,奶茶果汁,44,113.810342,23.286686,
贰拾叁,奶茶果汁,2,113.978167,23.133603,
贰拾柒制茶(新安店),奶茶果汁,0,113.91003,22.572289,
赖小姐奶茶铺,奶茶果汁,52,113.84322,22.905502,
赖小姐奶茶铺,奶茶果汁,54,113.84322,22.905502,
赛百味(华彩花园店),奶茶果汁,55,113.920425,22.497312,
赛百味(汉京店),奶茶果汁,238,113.924089,22.511701,
赵姐的茶,奶茶果汁,1,113.852509,22.763393,
起點冷饮,奶茶果汁,12,114.122434,22.611885,
超级奶爸,奶茶果汁,13,113.923768,22.556776,
超级奶爸（南联摩尔城店）,奶茶果汁,43,114.267569,22.722302,
超酷奶茶,奶茶果汁,2,114.128259,23.139978,
越喜园,奶茶果汁,7,113.846147,23.109179,
趣烤茶(常平店),奶茶果汁,23,113.991554,22.981989,
趣烤茶(龙背岭店),奶茶果汁,24,114.034746,22.799688,
趣饮奶茶店,奶茶果汁,38,114.233535,22.702313,
趣香园（金美店）,奶茶果汁,9,113.980948,22.967673,
路口奶茶,奶茶果汁,26,114.085213,22.729458,
路口奶茶,奶茶果汁,27,114.085213,22.729458,
路角茶,奶茶果汁,2,114.265866,22.73976,
转角漫沏,奶茶果汁,37,114.019155,22.947278,
轻松一镇奶茶店,奶茶果汁,26,114.072953,22.515902,
轻松奶茶,奶茶果汁,0,114.166692,22.728451,
轻茶,奶茶果汁,16,114.048816,22.70901,
轻茶(布吉长龙店),奶茶果汁,12,114.11732,22.611795,
辛发亭(优城店),奶茶果汁,6,114.036787,22.628929,
辛发亭甜品满生生奶茶店,奶茶果汁,38,114.277477,22.749034,
辣味鲜鸭脖奶茶(沙湖口店),奶茶果汁,50,114.026857,23.015692,
辣辣,奶茶果汁,1,113.833238,23.022027,
达味园蛋糕店,奶茶果汁,40,114.12588,22.69505,
追忆冰饮,奶茶果汁,2,114.045621,23.213917,
追茗贡茶,奶茶果汁,241,113.943763,23.081327,
追茶到底,奶茶果汁,52,113.914611,23.04953,
追鲸奶茶店(荔城店),奶茶果汁,0,113.833009,23.289751,
逅座十二茶,奶茶果汁,10,113.814484,23.100527,
逅座十二茶,奶茶果汁,40,114.239139,22.554951,
逅座十二茶,奶茶果汁,1,113.864038,23.098378,
透明实验室,奶茶果汁,455,114.166894,22.836906,
速纤园奶茶店,奶茶果汁,23,113.935256,22.682245,
速道咖啡(创投店),奶茶果汁,33,113.937838,22.522675,
逸杯旧时光,奶茶果汁,77,114.115953,22.601824,
逸杯旧时光,奶茶果汁,79,114.115953,22.601824,
逸栈,奶茶果汁,57,113.98437,22.557535,
逸栈,奶茶果汁,17,114.020436,22.652727,
逸栈奶茶（景田店）,奶茶果汁,34,114.046371,22.549025,
逸栈（五和店）,奶茶果汁,26,114.061343,22.625092,
遇品,奶茶果汁,73,113.888119,22.780607,
遇见LV(乐购店),奶茶果汁,1,113.989064,22.959655,
遇见SeeTea水果茶(凯东店),奶茶果汁,41,113.841323,22.901471,
遇见下午茶,奶茶果汁,72,114.20565,22.645992,
遇见么么茶（时代广场店）,奶茶果汁,7,113.833335,23.29026,
遇见你奶茶店,奶茶果汁,93,113.897993,22.785054,
遇见你真好(石湾店),奶茶果汁,2,113.868459,23.134059,
遇见奶茶店,奶茶果汁,48,114.091043,22.727638,
遇见点你,奶茶果汁,1,114.287834,23.159382,
遇见茶,奶茶果汁,5,114.299713,22.777796,
遇见茶(大磡店),奶茶果汁,339,113.975184,22.619544,
遇见茶咖,奶茶果汁,93,114.098041,23.017779,
遇见茶咖,奶茶果汁,95,114.098041,23.017779,
避風糖,奶茶果汁,9,113.833276,23.297654,
避风塘奶茶店,奶茶果汁,36,113.87332,22.77954,
邂逅,奶茶果汁,44,113.94784,22.789611,
邂逅茶饮音乐吧,奶茶果汁,18,114.017274,22.729424,
邂逅这一刻(西乡店),奶茶果汁,37,113.867251,22.573178,
邓老凉茶,奶茶果汁,120,114.240575,22.715371,
邓老凉茶,奶茶果汁,420,114.05805,22.523454,
邓老凉茶,奶茶果汁,52,113.990798,22.677817,
邓老凉茶,奶茶果汁,82,114.199622,22.650159,
邓老凉茶(人民南路店),奶茶果汁,336,114.120337,22.535434,
邓老凉茶(海城店),奶茶果汁,246,113.868758,22.567194,
邓老凉茶（深大店）,奶茶果汁,93,113.933366,22.526664,
那家茶,奶茶果汁,1,114.045545,22.610031,
那家茶(天虹店),奶茶果汁,1,113.829533,22.72049,
那家茶(龙华九方购物中心店),奶茶果汁,13,114.021054,22.626905,
邦妮Bonnie甜品生活馆,奶茶果汁,9,113.793714,23.039137,
邻家小铺,奶茶果汁,63,113.985892,22.967329,
都可,奶茶果汁,66,114.00322,22.910686,
都点星球,奶茶果汁,14,113.820636,22.672251,
酒道,奶茶果汁,47,113.928169,22.526142,
酷乐柠檬,奶茶果汁,0,114.055433,22.717456,
酷吧,奶茶果汁,7,114.146667,22.617625,
酷吧休闲吧(上步中学店),奶茶果汁,16,114.089035,22.535391,
酷客,奶茶果汁,39,114.315174,22.713721,
酷客奶茶,奶茶果汁,40,114.181635,22.715942,
酷客奶茶(兴万达广场店),奶茶果汁,21,114.058134,22.719098,
酷客小站(挂绿广场店),奶茶果汁,190,113.833243,23.291271,
酷比斯,奶茶果汁,1,113.970475,23.123926,
酷比斯奶茶店南山店,奶茶果汁,20,113.930299,22.51005,
酷酷茶饮(水口佳豪店),奶茶果汁,3,113.961456,22.932212,
醉茶,奶茶果汁,110,113.8421,23.10576,
醒茶(兴隆新街店),奶茶果汁,0,113.88008,22.984202,
重庆小面(西湖店),奶茶果汁,41,113.85569,23.098051,
重获新生破壁豆浆(塘朗店),奶茶果汁,14,113.988541,22.588968,
野茶(科技生态园店）,奶茶果汁,1,113.952696,22.530438,
金小太(固戍店),奶茶果汁,1667,113.848766,22.603027,
金糖糖,奶茶果汁,118,113.829713,23.285734,
金芙烘培坊钟屋店(钟屋店),奶茶果汁,1,113.848429,22.622844,
金钻贡茶,奶茶果汁,113,113.894249,23.062044,
金钻贡茶,奶茶果汁,384,114.030661,22.957912,
金钻贡茶,奶茶果汁,387,114.030661,22.957912,
金鸢台湾手工吐司奶茶水果茶,奶茶果汁,5,113.890287,22.576358,
金麦甜品,奶茶果汁,5,114.249274,22.746357,
钓鱼岛饮吧,奶茶果汁,17,113.834612,23.017948,
钱多多奶茶吧(新安店),奶茶果汁,0,113.905464,22.568076,
铭记贡茶饮品店,奶茶果汁,71,114.228964,22.696184,
银色星座,奶茶果汁,33,113.816928,23.097374,
银色星座,奶茶果汁,9,113.925177,22.515143,
银色星座,奶茶果汁,62,113.905121,22.979734,
银色星座(奶茶果汁店),奶茶果汁,3,114.270317,22.729939,
银色星座奶茶店,奶茶果汁,89,114.123668,22.558237,
锦茶(欢乐谷店),奶茶果汁,74,113.977874,22.537798,
锦銮食茶馆,奶茶果汁,149,114.201789,22.64867,
阿一柠檬茶(东城万达店),奶茶果汁,0,113.781744,23.034328,
阿姨很芒,奶茶果汁,1,114.062561,22.522184,
阿柠哒(增城万达店),奶茶果汁,113,113.816066,23.275639,
阿滋猫手造饮品(集悦城旗舰店),奶茶果汁,1052,113.986997,22.587754,
阿甘萃茶(大浪店),奶茶果汁,434,113.99202,22.692819,
阿秀奶茶小吃店(三联路店),奶茶果汁,502,114.035124,22.670672,
陈记香酥板栗饼店,奶茶果汁,38,113.818649,22.807748,
陌巷,奶茶果汁,88,113.860274,22.601839,
陌瓦(车公庙店),奶茶果汁,8,114.027545,22.530884,
陌茶,奶茶果汁,1,113.876662,22.990907,
随便清饮(龙翔大道店),奶茶果汁,38,114.228404,22.701123,
隽茶(石龙店),奶茶果汁,5,113.868814,23.109861,
雅俗居·水果吧,奶茶果汁,39,113.921906,22.487947,
雅岛英皇茶(盐田店),奶茶果汁,51,114.255035,22.590209,
雅茶（横岗茂盛店）,奶茶果汁,30,114.202017,22.652164,
雅西亚奶茶实验室,奶茶果汁,5,114.117676,22.544089,
雨花之茶(海雅缤纷城店),奶茶果汁,3,113.90618,22.559689,
雪冰(华强北九方店),奶茶果汁,56,114.08284,22.542297,
雪季的茶.面包蛋糕(乐汇城店),奶茶果汁,113,114.062081,22.633904,
雪悦莎,奶茶果汁,3,113.971474,22.54203,
雪朵拉(长龙地铁店),奶茶果汁,185,114.115362,22.606696,
雪朵拉奶茶店,奶茶果汁,2,114.247835,22.746294,
雪朵拉奶茶甜品小吃店,奶茶果汁,176,113.891412,22.787141,
雪洛可饮品小吃店,奶茶果汁,56,114.208893,22.645235,
雪茶,奶茶果汁,17,114.048266,22.523175,
雪茶(新安市场店),奶茶果汁,14,113.874631,22.581648,
雪遇贡茶(雁田店),奶茶果汁,1310,114.16798,22.697866,
雪遇贡茶（横岗店）,奶茶果汁,2184,114.199708,22.649151,
雲来糖水快餐（万丰店）,奶茶果汁,41,113.82755,22.720654,
零夏休闲吧,奶茶果汁,26,113.825688,23.220375,
零度2奶茶店(松柏朗店),奶茶果汁,59,113.910887,22.934563,
零度茶室,奶茶果汁,57,114.035621,22.600424,
